{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co./Last Name,First Name,Card ID,Card Status,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Addr 1 - City,Addr 1 - State,Addr 1 - Postcode,Addr 1 - Country,Addr 1 - Phone No. 1,Addr 1 - Phone No. 2,Addr 1 - Phone No. 3,Addr 1 - Fax No.,Addr 1 - Email,Addr 1 - WWW,Addr 1 - Contact Name,Addr 1 - Salutation,Addr 2 - Line 1,Addr 2 - Line 2,Addr 2 - Line 3,Addr 2 - Line 4,Addr 2 - City,Addr 2 - State,Addr 2 - Postcode,Addr 2 - Country,Addr 2 - Phone No. 1,Addr 2 - Phone No. 2,Addr 2 - Phone No. 3,Addr 2 - Fax No.,Addr 2 - Email,Addr 2 - WWW,Addr 2 - Contact Name,Addr 2 - Salutation,Addr 3 - Line 1,Addr 3 - Line 2,Addr 3 - Line 3,Addr 3 - Line 4,Addr 3 - City,Addr 3 - State,Addr 3 - Postcode,Addr 3 - Country,Addr 3 - Phone No. 1,Addr 3 - Phone No. 2,Addr 3 - Phone No. 3,Addr 3 - Fax No.,Addr 3 - Email,Addr 3 - WWW,Addr 3 - Contact Name,Addr 3 - Salutation,Addr 4 - Line 1,Addr 4 - Line 2,Addr 4 - Line 3,Addr 4 - Line 4,Addr 4 - City,Addr 4 - State,Addr 4 - Postcode,Addr 4 - Country,Addr 4 - Phone No. 1,Addr 4 - Phone No. 2,Addr 4 - Phone No. 3,Addr 4 - Fax No.,Addr 4 - Email,Addr 4 - WWW,Addr 4 - Contact Name,Addr 4 - Salutation,Addr 5 - Line 1,Addr 5 - Line 2,Addr 5 - Line 3,Addr 5 - Line 4,Addr 5 - City,Addr 5 - State,Addr 5 - Postcode,Addr 5 - Country,Addr 5 - Phone No. 1,Addr 5 - Phone No. 2,Addr 5 - Phone No. 3,Addr 5 - Fax No.,Addr 5 - Email,Addr 5 - WWW,Addr 5 - Contact Name,Addr 5 - Salutation,Notes,Identifiers,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Billing Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Tax Code,Credit Limit,Tax ID No.,Volume Discount %,Sales/Purchase Layout,Price Level,Payment Method,Payment Notes,Name on Card,Card Number,BSB,Account Number,Account Name,A.B.N. ,A.B.N. Branch,Account,Salesperson,Salesperson Card ID,Comment,Shipping Method,Printed Form,Freight Tax Code,Use Customer's Tax Code,Receipt Memo,Invoice/Purchase Order Delivery,Record ID,,,,
Alice Plaza Shopping Centre,,*None,Y,P.O. Box 1996,,,,Alice Springs,N.T.,871,,08 8952 9666,0407 601 586,,,aliceplz@bigpond.net.au,,Penny Laporta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,102,,,,
Alice Springs Airport,,*None,Y,PO Box 796,,,,Alice Springs,NT,871,Australia,08 8951 1208,0417 833 411,08 8920 1811 Receptio,08 8955 5046,joseph.dhollande@ntairports.com.au,www.aliceairport.com.au,Joseph Dhollande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,103,,,,
Alice Springs Shopping Centre,,*None,Y,C/- L.J.Hooker,P.O.Box 2455,,,Alice Springs,NT,871,Australia,08-89506333,,,08-89530814,,,Helen Spencely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,104,,,,
All About Resurfacing,,*None,Y,PO Box 1143,,,,Brighton,QLD,4017,Aistralia,0407 583 375,,,,,,Mitch Carlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,105,,,,
All Property Services Provided,,*None,Y,58 Heritage Boulevarde,,,,Heritage Park,QLD,4118,Australia,07 3803 0014,0412 762 178,,,,,Simon Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,106,,,,
Allcorp Services,,*None,Y,P.O BOX 438,,,,CANNON HILL,QLD,4170,,38999855,,,38999322,,,JOHN KENNAWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,N,0,,,,,,,,,,,,,,,,GST,N,,P,107,,,,
Allgear Imports Pty Ltd,,*None,Y,PO Box 5493,,,,West End,Qld,4101,,07 38461766,,,07 38465300,,,Eddie Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,108,,,,
Alliance Constructions,,*None,Y,P.O. BOX 1295,,,,MILTON,QLD,4064,,33683447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,N,0,,,,,,,,,,,,,,,,GST,N,,P,109,,,,
Alliance Retail Interiors,,*None,Y,PO Box 2124,,,,Burleigh BC,QLD,4220,,1300 597 811,0404 409 787,,,projects@allianceretailinteriors.com,,Betty (receptopnist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,110,,,,
Allisee Apartments,,*None,Y,323 Bayview Street,,,,Hollywell,Qld,4216,,07 5529 6333,0438 710 065,,07 5529 6444,barry@alliseeapartments.com.au,,Barry Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,111,,,,
Allphones Arena,,*None,Y,PO Box 678,,,,Sydney Markets,NSW,2129,,02 8765 4321,,,02 8765 4333,hmarshall@acerarena.com.au,,Peter Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,112,,,,
Alpetco Projects,,*None,Y,PO Box 138,,,,PETRIE,QLD,4502,,0418 725 635,,,,s.dunlop@bigpond.net.au,,Scott Dunlop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,113,,,,
Altis Fortitude Valley Unit Trust,,*None,Y,C/- Homemaker Centre Management,PO Box 2643,,,Fortitude Valley BC,Qld,4006,,07 3363 5777,0439 823 089,,,info@homemakerthevalley.com.au,Pietta.lacey@cbre.com..au,Ian Archer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,114,,,,
AM Retail Services Pty Ltd,,*None,Y,PO Box 697,,,,North Sydney,NSW,2059,,02 90878210,0405 331608,,02 90878211,,,Meng Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,115,,,,
Edsgear Pty Ltd,,*None,Y,C/O JLL,PO Box 317,,,North Sydney,NSW,2059,,0498 800 605,02 9438 5551,,,sarah.krawczyk@ap.jll.com,,Con Pefkos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,116,,,,
AMC Commercial Cleaning,,*None,Y,1/53 Metroplex Avenue,,,,Murarrie,QLD,4172,,07 3666 0597,,,,qldhelpdesk@amcclean.com.au,,William Thoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,117,,,,
AMC Commercial Cleaning 4084,,*None,Y,PO Box 1423,,,,North Lakes,QLD,,,1800 990 050,0405 391 961,,,integrapty@gmail.com,integrapty.com,Nancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,118,,,,
Amiga P/L,,*None,Y,C/- CB Richard Ellis,PO Box 407,,,Mooloolaba,Qld,4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,119,,,,
Amiga P/L ATF Abacus Independent R T,,*None,Y,C/- Knight Frank Townsville,PO Box 1109,,,Townsville,QLD,4810,,4750 3000,4750 3013 direct numb,,,sharon.taylor@au.knightfrank.com,,Sharon Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,120,,,,
Amiga Property Group,,*None,Y,C/- CB Richard Ellis,PO Box 407,,,Mooloolaba,Qld,4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,121,,,,
Abacus Property Group - AMIGA Pty Ltd,,*None,Y,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bag 2003,,Archerfield,QLD,4108,,07 5444 1444,,,07 5444 6560,reasap.pacific@cbre.com,,Katie Scholl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,122,,,,
Amiga Pty Ltd,,*None,Y,C/- CBRE,Locked Bag 2003,,,ARCHERFIELD,QLD,4108,,07 54575757,,,07 54575700,cbre.accounts@salmat.com.au,,Jennifer Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,123,,,,
AMP Capital Investors,,*None,Y,C/-  Knight Frank Australia Pty Ltd,GPO Box 248,,,CANBERRA,ACT,2608,,02 6257 3099,,,,12MooreFM@ampcapital.com,,Tim Crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,124,,,,
AMP Capital Investors,,*None,Y,Gateway Plaza,154 Raglan Parade,,,Warrnambool,Vic,3280,,03 55613898,,,03 55605097,,,Peter Wooles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,125,,,,
AMP Capital Investors,,*None,Y,C/O Jones Lang LaSalle,PO Box 721,,,CANBERRA,ACT,2601,,0432 765 041,,,,robert.kroopin@ap.jll.com,,Robert Kroopin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,126,,,,
AMP Capital Investors- 3 Montpellier Rd,,*None,Y,PO Box 22,,,,Mt Ommaney,QLD,4074,Australia,07 3725 8888,,,,,,Frazer Dowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,127,,,,
AMP Capital Investors HSC,,*None,Y,Hermit Park Shopping Centre,C/- Wynn Tresidder Management,P.O. Box 4084,,Vincent,QLD,4814,Australia,07 47791211,,,,,,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,132,,,,
AMP Capital Investors Ltd,,*None,Y,Locked Bag 50,,,,Royal Exchange,NSW,1225,,,,,,belinda@sliptesting.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,138,,,,
AMP Capital Investors Ltd,,*None,Y,Crossroads,PO Box 4523,Casula Mall,,Casula,NSW,2170,,,02 9602 3310,,,jacqueline.common@ampcapital.com,,Jackie Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,139,,,,
AMP Capital Investors Ltd,,*None,Y,Locked Bag 50,,,,Royal Exchange,NSW,1225,,0423 690 105 Susan,,,,haresh.patel@ampcapital.com,,Susan McGuiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,140,,,,
AMP Capital Investors VSC,,*None,Y,Vincent Shopping Centre,C/- Wynn Tresidder Management,P.O. Box 4084,,Vincent,QLD,4814,Australia,07 47791211,,,,,,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,142,,,,
Andergrove Central,,*None,Y,Landel Pty Ltd &Landcorp Pty Ltd,ABN 79 903 110 576,PO Box 7315,,Garbutt,QLD,4814,,0409 056 715,,,,DebbieG@lancinigroup.com.au,,Debbie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,143,,,,
Angaet Management (Adelaide),,927,N,PO Box 3173,,,,Rundle Mall,SA,5000,,08 8212 8888 Accounts,,,,accountspayable@angaet.com.au,,Melinda Fremlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,144,,,,
Angaet Property Holdings,,*None,Y,PO Box 3173,,,,RUNDALL MALL,SA,5000,,08 8212 8888,,,,,,Olga Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,145,,,,
Angaet Property Management,,*None,Y,PO Box 3173,Rundle Mall,,,,SA,5000,,08 8212 8888 Phoebe,,,,pwestgarth@angaet.com.au,,Phoebe Westgarth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,146,,,,
Angaet Property Management Pty Ltd,,*None,Y,PO Box 1697,,,,ARMIDALE,NSW,2350,,02 6772 3761,,,,lcooper@angaet.com.au,,Judy Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,147,,,,
Angaet Property Management (Queensland) Trust,,1469-2,N,Logan City Centre,Centre Management Office,PO Box 6317,,Woodridge,QLD,4114,,08 8212 888,0437 389 285,,,accountspayable@angaet.com.au,,Tracy Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,148,,,,
ANPAL,,*None,Y,c/- Savills (SA) Pty Ltd,PO Box 3819,Rundle Mall,,Adelaide,SA,5000,Australia,0417 547 865,08 8168 7100,,,makrisportfolio@savills.com.au,,Richard Stabile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,149,,,,
Anti Slip Floor Safety Pty Ltd,,*None,Y,7 Point Court,,,,Mountain Creek,QLD,4557,,07 5390 9835,0421 340 204,,07 33539277,info@antislip.com.au,,Dee Drummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,151,,,,
Anti Wave International Pty Ltd,,*None,Y,65 Twelfth Avenue,,,,St Lucia,QLD,4067,Australia,07 3371 6457,0412 172 636,,07 3371 4169,,,Anti Kajlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,153,,,,
Antislipme,,*None,Y,21a Toyer Avenue,,,,Sydney,NSW,2219,,0422 800 666,,,,tony@antislipme.com,,Tony Delaveris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,154,,,,
ANZ Business One,,*None,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,155,,,,
APN Funds Mgmt Ltd RE for Generation Healthcare,,*None,Y,REIT- Health Prop Mgmt,C/o- CBRE (C) Pty Ltd,Locked Bag 2003,QLD Rents Trust,Archerfield,QLD,4108,Australia,07 5581 2000,,,,reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,156,,,,
Apollo CMS Pty Ltd,,*None,Y,PO Box 538,,,,ACACIA RIDGE,QLD,4110,,3711 7400,0419 652 321,,luis@apollocms.com.au,jim@apollocms.com.au,,Luis Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,157,,,,
Aqua Capture Australia Pty Ltd,,*None,Y,PO Box 453,,,,Narangbah,Qld,4504,,07 3385 7301,0418 886 757,,,grahamdean@exemail.com.au,,Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,158,,,,
Arana Leagues Club,,*None,Y,247 Dawson Parade,,,,Keperra,QLD,4054,,07 3354 1333,,,07 3355 1264,accounts@aranaleagues.com.au,,Joanna Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,159,,,,
Arana Legues Club,,*None,Y,C/- Brand & Slater Architects,PO Box 480,,,Fortitude Valley,Qld,4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,160,,,,
Archdiocese of Sydney,,*None,Y,Attention:  Accounts Payable,Level 16,133 Liverpool Street,,SYDNEY,NSW,2000,,02 9390 5315,0400 708 434,,02 9261 3812,payables@sydneycatholic.org,,Tim Sutherland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,161,,,,
Architecture & Access (Aust)  Pty Ltd,,*None,Y,"Level 5, 369 Royal Parade",,,,Parkville,VIC,3052,,07 3456 4940,0433 590 300,,,pflores@architectureandaccess.com.au,,Darren Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,162,,,,
Aqualand ATP Holding Nominee Pty Ltd,,*None,Y,as trustee for the Aqualand ,ATP Unit Trust Purchase,C/- JLL,PO Box 317,North Sydney,NSW,2059,Australia,02 9936 5834,0481 858 279,,,Paminvoices.Northsydney@ap.jll.com,,Mark Coombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,163,,,,
AREF Prop Holdings Pty Ltd,,*None,N,ATF AREF Property 1 Unit Trust,C/O JLL,GPO Box 721,,Canberra,ACT,2601,,0432 765 041,,,,Paminvoices.Sydney@ap.jll.com,,Robert Kroopin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,164,,,,
Arena Investment Management Ltd,,*None,Y,C/- Jones Lang LaSalle,The Building Manager,280 George Street,,SYDNEY,NSW,2000,,02 8821 7130,,,,angela.leong@ap.jll.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,165,,,,
Argyle Gardens,,*None,Y,90 Twyford St,,,,Bundaberg,Qld,4670,,07 4155 1134,0467 815 866,,07 4155 1765,lois.donovan@llprimelife.com,,Lois Donovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,166,,,,
Arkadia Aspley Pty Ltd - 99 111 115 961,,*None,Y,c/- Global Fm Pty Ltd ,PO Box 98,accounts@globalfm.com.au,,Paddington,QLD,4064,,07 3369 5559,0488 768 921,,,PDF;ONLY,,Brian Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,167,,,,
Arkadia Aspley Pty Ltd,,*None,Y,C/- Global Facilities Management,PO Box 783,,,Indooroopilly,Qld,4068,,07 9969 5559,0488 768 921,,,brian@globalfm.com.au,,Brian Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,168,,,,
Armidale Plaza Shopping Centre Pty Ltd,,644,N,C/o  Angaet Property Management,Centre Management Office,195-197 Beardy Street,,Armidale,NSW,2350,,02 8212 8888 Tanya,,,02 6771 3941,tsaulys@angaet.com.au,,Fee Blevins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,169,,,,
