*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Exchange Rate
Motorpass,,,,,,,,,,3723.0,,01/09/2023,01/09/2023,,,Fuel all cars from 1 August to 31 August 2023,1,"3,527.6",,62001.0,GST on Expenses,352.76,Job,,,,,
Melbourne IT,,,,,,,,,,3719.0,,02/09/2023,02/09/2023,,,Renewal www.gpctesting.com,1,90.86,,61003.0,GST on Expenses,9.09,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3718.0,,03/09/2023,03/09/2023,,,Bathroom cleaning products for Lota,1,74.95,,61304.0,GST on Expenses,7.5,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,3726.0,,04/09/2023,04/09/2023,,,Rates for Lota,1,"1,292.6",,61104.0,BAS Excluded,0.00,Job,,,,,
Queensland Motorways Management Pty Ltd,,,,,,,,,,3727.0,,04/09/2023,04/09/2023,,,Toll paid for 469HZ3 (NH),1,16.15,,62002.0,GST on Expenses,1.61,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,3728.0,,04/09/2023,04/09/2023,,,12  months registration 589YSF,1,"1,073.8",,62004.0,BAS Excluded,0.00,Job,,,,,
Origin Energy,,,,,,,,,,3734.0,,04/09/2023,04/09/2023,,,Electricity bill in Lota,1,176.68,,61103.0,GST on Expenses,17.67,Job,,,,,
Urban Utilities,,,,,,,,,,3725.0,,06/09/2023,06/09/2023,,,Water and sewerage Lota ,1,276.91,,61105.0,BAS Excluded,0.00,Job,,,,,
Coorparoo Paint & Panel,,,,,,,,,,3749.0,,07/09/2023,07/09/2023,,,Repairs for crashing the car when doing slip test onsite 969EL5,1,"1,042.79",,62005.0,GST on Expenses,104.28,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3729.0,,10/09/2023,10/09/2023,,,Xero monthly subscription,1,26.36,,62623.0,GST on Expenses,2.64,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,3732.0,,11/09/2023,11/09/2023,,,Electricity bill STA ,1,93.44,,62708.0,GST on Expenses,9.34,Job,,,,,
Totally Work Wear Palmerston,,,,,,,,,,3738.0,,11/09/2023,11/09/2023,,,Trousers for Carl Kleinahaus to perform onsite special slip test in NT,1,72.73,,60106.0,GST on Expenses,7.27,Job,,,,,
SLH Mowing ,,,,,,,,,,3733.0,,12/09/2023,12/09/2023,,,Backyard maintenance,1,118.18,,61107.0,GST on Expenses,11.82,Job,,,,,
Tork Signs,,,,,,,,,,3735.0,,13/09/2023,13/09/2023,,,Business cards for Mick Australia and UAE,1,235.93,,60018.0,GST on Expenses,23.59,Job,,,,,
Seek Limited,,,,,,,,,,3736.0,,14/09/2023,14/09/2023,,,Advertising for a new technician,1,850,,60018.0,GST on Expenses,85,Job,,,,,
Sydney Tools Pty Ltd,,,,,,,,,,3777.0,,14/09/2023,14/09/2023,,,Laser thermometer for Dubai,1,125.45,,62815.0,GST on Expenses,12.55,Job,,,,,
Netregistry,,,,,,,,,,3784.0,,14/09/2023,14/09/2023,,,Renewal of some website ( Mick did not provide invoice nor remembered what is was for)  :(,1,51.77,,61003.0,GST on Expenses,5.18,Job,,,,,
Rapid Global,,,,,,,,,,3737.0,,18/09/2023,18/09/2023,,,Induction for Grant MacVitie,1,30,,60101.0,GST on Expenses,3,Job,,,,,
Office Works,,,,,,,,,,3742.0,,18/09/2023,18/09/2023,,,Stationary for Lota HQ,1,145.18,,61301.0,GST on Expenses,14.52,Job,,,,,
ebay,,,,,,,,,,3743.0,,18/09/2023,18/09/2023,,,Stainless Steel tables for UAE office,1,53.18,,62818.0,GST on Expenses,5.32,Job,,,,,
Odyssey Training,,,,,,,,,,3739.0,,19/09/2023,19/09/2023,,,Advanced excel training for the Admin team,1,"1,207.27",,61804.0,GST on Expenses,120.73,Job,,,,,
Office Works,,,,,,,,,,3744.0,,19/09/2023,19/09/2023,,,Stationary for Lota,1,423.17,,61301.0,GST on Expenses,42.32,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,3748.0,,20/09/2023,20/09/2023,,,Induction monthly subscription,1,45,,60101.0,GST on Expenses,4.5,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,3746.0,,21/09/2023,21/09/2023,,,Shipping costs pendulum invoice #004296,1,845.2,,60027.0,BAS Excluded,0.00,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,3747.0,,22/09/2023,22/09/2023,,,Printing and binding introductory pendulum,1,847.27,,61301.0,GST on Expenses,84.73,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,3751.0,,25/09/2023,25/09/2023,,,Motor vehicle registration 861 BK7,1,"1,073.8",,62004.0,BAS Excluded,0.00,Job,,,,,
Totally Workwear Capalaba,,,,,,,,,,3754.0,,25/09/2023,25/09/2023,,,"3 biisley short, weight reflect for Chris Rezuk, Joshua Walden and Grant MacVitie",1,160.91,,60106.0,GST on Expenses,16.09,Job,,,,,
Emporium Hotels South Bank,,,,,,,,,,3753.0,,27/09/2023,27/09/2023,,,High Tea for the Administration team,1,367.64,,61801.0,GST on Expenses,36.76,Job,,,,,
National Storage- Coconut Grove,,,,,,,,,,3758.0,,28/09/2023,28/09/2023,,,Storage unit - Coconut Grove,1,409.09,,61615.0,GST on Expenses,40.91,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,3764.0,,28/09/2023,28/09/2023,,,Accreditation activities undertaken on 28-0-2023. ISTS Global calibration and training centre,1,607.5,,60012.0,GST on Expenses,60.75,Job,,,,,
Queensland Motorways Management Pty Ltd,,,,,,,,,,3779.0,,28/09/2023,28/09/2023,,,Tolls paid 469 hz3,1,37.5,,62002.0,GST on Expenses,3.75,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3772.0,,29/09/2023,29/09/2023,,,Car detailing 049DV7 AND 306HE4,1,323,,62005.0,GST on Expenses,32.3,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3762.0,,30/09/2023,30/09/2023,,,September cleaning GTCC,1,218.8,,62622.0,GST on Expenses,21.88,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3763.0,,30/09/2023,30/09/2023,,,September cleaning Lota,1,"1,170.29",,61107.0,GST on Expenses,117.03,Job,,,,,
Red ICT,,,,,,,,,,3766.0,,30/09/2023,30/09/2023,,,NBN Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3766.0,,30/09/2023,30/09/2023,,,NBN GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Empire Accountants,,,,,,,,,,3773.0,,30/09/2023,30/09/2023,,,Monthly fixed fee agreement under a complete solution package FY 2023-2024,1,"1,595",,60008.0,GST on Expenses,159.5,Job,,,,,
Empire Accountants,,,,,,,,,,3773.0,,30/09/2023,30/09/2023,,,surcharge fee,1,1.73,,60008.0,BAS Excluded,0.00,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3765.0,,01/10/2023,01/10/2023,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3765.0,,01/10/2023,01/10/2023,,,credit card surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
Citygreen,,,,,,,,,,3767.0,,01/10/2023,01/10/2023,,,Indoor plant maintenance,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
Motorpass,,,,,,,,,,3768.0,,01/10/2023,01/10/2023,,,Fuel all cars from 1 September to 30 of September 2023,1,"3,226.56",,62001.0,GST on Expenses,322.66,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3810.0,,01/10/2023,01/10/2023,,,MYOB monthly subscription,1,301.41,,60017.0,GST on Expenses,30.14,Job,,,,,
Totally Workwear Capalaba,,,,,,,,,,3797.0,,02/10/2023,02/10/2023,,,Pants to work under heat conditions in Dubai,1,112.91,,60106.0,GST on Expenses,11.29,Job,,,,,
SLH Mowing ,,,,,,,,,,3769.0,,03/10/2023,03/10/2023,,,Backyard maintenance,1,145.45,,61107.0,GST on Expenses,14.55,Job,,,,,
Xero (NZ) Ltd,,,,,,,,,,3776.0,,04/10/2023,04/10/2023,,,Xero monthly subscription in UAE,1,38.93,,62819.0,BAS Excluded,0.00,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,3775.0,,05/10/2023,05/10/2023,,,service carried out  215XRP which included engine oil and oil filter,1,741.68,,62005.0,GST on Expenses,74.17,Job,,,,,
Rebel Sport Ltd,,,,,,,,,,3795.0,,07/10/2023,07/10/2023,,,Basketball for STA,1,37.26,,62709.0,GST on Expenses,3.73,Job,,,,,
Woolworths,,,,,,,,,,3796.0,,08/10/2023,08/10/2023,,,Office supplies for Sydney apartment,1,123,,62718.0,GST on Expenses,12.3,Job,,,,,
Riverland Marketing,,,,,,,,,,3778.0,,09/10/2023,09/10/2023,,,Uniform for Brendan Mulcahy,1,676.72,,61803.0,GST on Expenses,67.67,Job,,,,,
Origin Energy,,,,,,,,,,3788.0,,09/10/2023,09/10/2023,,,Lota HQ electricity,1,178.61,,61103.0,GST on Expenses,17.86,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3780.0,,10/10/2023,10/10/2023,,,Xero monthly subscription Australia,1,27.64,,62623.0,GST on Expenses,2.76,Job,,,,,
Sydney Water,,,,,,,,,,3789.0,,11/10/2023,11/10/2023,,,Water and sewerage Sydney apartment,1,173.29,,62716.0,GST Free Expenses,0.00,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,3793.0,,12/10/2023,12/10/2023,,,Car service 120.000 kms 448BG4,1,740.91,,62005.0,GST on Expenses,74.09,Job,,,,,
Office Works,,,,,,,,,,3842.0,,12/10/2023,12/10/2023,,,Stationary,1,44.66,,61301.0,GST on Expenses,4.47,Job,,,,,
Office Works,,,,,,,,,,3842.0,,12/10/2023,12/10/2023,,,Logitech wireless keyboard,1,56.36,,60014.0,GST on Expenses,5.64,Job,,,,,
Office Works,,,,,,,,,,3842.0,,12/10/2023,12/10/2023,,,Iphone accessories,1,133.64,,61007.0,GST on Expenses,13.36,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,3786.0,,13/10/2023,13/10/2023,,,Car service at 135.000 KMS. 589YSF,1,640.91,,62005.0,GST on Expenses,64.09,Job,,,,,
Guardian Storage,,,,,,,,,,3787.0,,13/10/2023,13/10/2023,,,Melbourne storage rental,1,515.45,,61603.0,GST on Expenses,51.55,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3794.0,,13/10/2023,13/10/2023,,,Light globes and office supplier,1,15.55,,61304.0,GST on Expenses,1.55,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,3790.0,,19/10/2023,19/10/2023,,,Electricity bill Sydney apartment,1,190.55,,62708.0,GST on Expenses,19.06,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,3791.0,,19/10/2023,19/10/2023,,,Office supplies,1,367.88,,61304.0,GST on Expenses,36.79,Job,,,,,
Office Works,,,,,,,,,,3843.0,,19/10/2023,19/10/2023,,,moleskin notebook for Brendan Mulcahy,1,41.81,,61301.0,GST on Expenses,4.18,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,3792.0,,20/10/2023,20/10/2023,,,ASIC application purchase for Brendan Mulcahy,1,317.09,,60101.0,GST on Expenses,31.71,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,3798.0,,20/10/2023,20/10/2023,,,Induction monthly subscription,1,45,,60101.0,GST on Expenses,4.5,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,3799.0,,23/10/2023,23/10/2023,,,Shipping pendulum bought on 25-09-2023 invoice #004322.,1,867.76,,60027.0,BAS Excluded,0.00,Job,,,,,
SLH Mowing ,,,,,,,,,,3800.0,,25/10/2023,25/10/2023,,,Backyard maintenance,1,90.91,,61107.0,GST on Expenses,9.09,Job,,,,,
Nespresso,,,,,,,,,,3803.0,,26/10/2023,26/10/2023,,,Coffee for the office,1,150,,61304.0,GST on Expenses,15,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,3808.0,,26/10/2023,26/10/2023,,,Accreditation activities undertaken 26 October 2023,1,405,,60012.0,GST on Expenses,40.5,Job,,,,,
Whelan Property Group,,,,,,,,,,3809.0,,26/10/2023,26/10/2023,,,Body corporate fees Sydney apartment,1,"1,590.09",,62707.0,GST on Expenses,159.01,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3811.0,,29/10/2023,29/10/2023,,,Lighting for Melbourne storage,1,93.7,,61705.0,GST on Expenses,9.37,Job,,,,,
Australia Post,,,,,,,,,,3812.0,,30/10/2023,30/10/2023,,,Passport photos for Carl Kleinhaus to apply for international driver license,1,19.95,,61516.0,GST on Expenses,2,Job,,,,,
Motorpass,,,,,,,,,,3828.0,,30/10/2023,30/10/2023,,,Fuel all cars from 1 to 31 October 2023,1,"3,669.98",,62001.0,GST on Expenses,367,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3801.0,,31/10/2023,31/10/2023,,,Cleaning at Lota HQ,1,"1,040.25",,61107.0,GST on Expenses,104.03,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3802.0,,31/10/2023,31/10/2023,,,Cleaning at the GTCC,1,218.8,,62622.0,GST on Expenses,21.88,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3813.0,,31/10/2023,31/10/2023,,,Testing and tagging in Lota,1,476.36,,60103.0,GST on Expenses,47.64,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3813.0,,31/10/2023,31/10/2023,,,Credit card surcharge,1,12.98,,60103.0,BAS Excluded,0.00,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3813.0,,31/10/2023,31/10/2023,,,Annual audit tagging for GTCC Wakerley (20% of the total of the invoice was calculated for tagging at the training centre as the invoice is not showing the value of the two places separated ,1,118.64,,62628.0,GST on Expenses,11.86,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3814.0,,31/10/2023,31/10/2023,,,Car detailing for Kelly's car and 469 HZ3 ,1,326.92,,62005.0,GST on Expenses,32.69,Job,,,,,
Office Works,,,,,,,,,,3815.0,,31/10/2023,31/10/2023,,,Stationary ,1,205.26,,61301.0,GST on Expenses,20.53,Job,,,,,
School and Office Supplies,,,,,,,,,,3816.0,,31/10/2023,31/10/2023,,,2 folders,1,18.09,,61301.0,GST on Expenses,1.81,Job,,,,,
Empire Accountants,,,,,,,,,,3820.0,,31/10/2023,31/10/2023,,,Monthly fixed fee agreement under a complete solution package FY 2023-2024,1,"1,595",,60008.0,GST on Expenses,159.5,Job,,,,,
Empire Accountants,,,,,,,,,,3820.0,,31/10/2023,31/10/2023,,,Surcharge fee,1,1.73,,60008.0,BAS Excluded,0.00,Job,,,,,
Red ICT,,,,,,,,,,3822.0,,31/10/2023,31/10/2023,,,NBN Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3822.0,,31/10/2023,31/10/2023,,,NBN GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Melbourne IT,,,,,,,,,,3844.0,,31/10/2023,31/10/2023,,,Renewal one year subscription thependulum.com,1,90.86,,61003.0,GST on Expenses,9.09,Job,,,,,
Citygreen,,,,,,,,,,3817.0,,01/11/2023,01/11/2023,,,Indoor plants maintenance,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3825.0,,01/11/2023,01/11/2023,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3825.0,,01/11/2023,01/11/2023,,,Credit card surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3826.0,,01/11/2023,01/11/2023,,,MYOB monthly subscription,1,260.75,,60017.0,GST on Expenses,26.07,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,3829.0,,03/11/2023,03/11/2023,,,Gas Sydney apartment,1,111.15,,62708.0,GST on Expenses,11.11,Job,,,,,
Origin Energy,,,,,,,,,,3834.0,,03/11/2023,03/11/2023,,,HQ electricity bill,1,315.61,,61103.0,GST on Expenses,31.56,Job,,,,,
Xero (NZ) Ltd,,,,,,,,,,3862.0,,03/11/2023,03/11/2023,,,Xero monthly subscription UAE,1,38.3,,62819.0,BAS Excluded,0.00,Job,,,,,
The Qantas Club Service,,,,,,,,,,3831.0,,06/11/2023,06/11/2023,,,1 year membership Qantas club for Nathan Martin,1,343.64,,61508.0,GST on Expenses,34.36,Job,,,,,
Trustees for Allegiance Marketing Unit Trust,,,,,,,,,,3832.0,,06/11/2023,06/11/2023,,,Accor annual membership for Mick Walton (Accommodation),1,353.64,,61511.0,GST on Expenses,35.36,Job,,,,,
RACQ Operations Pty Ltd,,,,,,,,,,3833.0,,06/11/2023,06/11/2023,,,International driver license for Carl Kleinhaus,1,44.55,,61516.0,GST on Expenses,4.45,Job,,,,,
Kennards Self Storage Thebarton,,,,,,,,,,3889.0,,07/11/2023,07/11/2023,,,6 months rental storage in SA,1,785.45,,61602.0,GST on Expenses,78.55,Job,,,,,
Melbourne IT,,,,,,,,,,3891.0,,07/11/2023,07/11/2023,,,Renewal Thependulum.com,1,24.55,,61003.0,GST on Expenses,2.45,Job,,,,,
Wordfence,,,,,,,,,,3892.0,,07/11/2023,07/11/2023,,,Renewal Wordfence premium for webstore,1,189.07,,61009.0,BAS Excluded,0.00,Job,,,,,
Storage Capital Cambridge,,,,,,,,,,3835.0,,08/11/2023,08/11/2023,,,6 months rental storage in Hobart,1,354.55,,61608.0,GST on Expenses,35.45,Job,,,,,
Odyssey Training,,,,,,,,,,3840.0,,09/11/2023,09/11/2023,,,Train the trainer course for Chris Rezuk,1,"1,018.18",,61804.0,GST on Expenses,101.82,Job,,,,,
Wilson Parking ,,,,,,,,,,3837.0,,10/11/2023,10/11/2023,,,Parking Nathan Martin in Sydney (Reimbursement),1,54.06,,62002.0,GST on Expenses,5.41,Job,,,,,
Office Works,,,,,,,,,,3841.0,,10/11/2023,10/11/2023,,,Stationary for the training centre,1,105.05,,62618.0,GST on Expenses,10.5,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3890.0,,10/11/2023,10/11/2023,,,Xero subscription Walton Global,1,27.64,,62623.0,GST on Expenses,2.76,Job,,,,,
Seek Limited,,,,,,,,,,3836.0,,12/11/2023,12/11/2023,,,Advertising for new technician position to replace Brendan Mulcahi,1,850,,60018.0,GST on Expenses,85,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,3838.0,,13/11/2023,13/11/2023,,,Car service 559ZDV Nathan Martin,1,650.36,,62005.0,GST on Expenses,65.04,Job,,,,,
SLH Mowing ,,,,,,,,,,3851.0,,14/11/2023,14/11/2023,,,Backyard maintenance,1,145.45,,61107.0,GST on Expenses,14.55,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3847.0,,16/11/2023,16/11/2023,,,Stamp duty,1,87.77,,62006.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3847.0,,16/11/2023,16/11/2023,,,Broker fee,1,42.66,,61405.0,GST on Expenses,4.27,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3847.0,,16/11/2023,16/11/2023,,,Adding a new RAV 4 to the car insurance policy. The RAV4 will be driving to Sydney 204IS2,1,886.64,,62015.0,GST on Expenses,88.66,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3847.0,,16/11/2023,16/11/2023,,,Credit card surchage fee,1,15.14,,62015.0,GST on Expenses,1.51,Job,,,,,
Woolworths,,,,,,,,,,3845.0,,17/11/2023,17/11/2023,,,Office supplies (reimbursement Ned Holzberger),1,40.09,,61304.0,GST on Expenses,4.01,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,Hardware printer for Kelly,1,300,,61001.0,GST on Expenses,30,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,"Install printer, set up lap top for Mick general IP support , set up XERO UAE, trubleshoot internet dropouts for Kelly and Natalie caused by etherned cable replaced at both ends switch and wall",1,"1,000",,61001.0,GST on Expenses,100,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,"Lenovo thinkbook  , laptop is given for replacing ISTS-20faulty under Lenovo Warranty",1,0.00,,61001.0,GST on Expenses,0.00,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,"Labour onsite set up Brendan. Email, cloud access",1,500,,61001.0,GST on Expenses,50,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,Labour offsite: UAE website maintenance and security enhancement,1,700,,61001.0,GST on Expenses,70,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,"Labour offsite: GES website security updated, latest back ups checked and created and wordpress and plugins updated",1,"1,100",,61001.0,GST on Expenses,110,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,"Beelink Mini PC R5 5560U , 2.3/4 o Gz, 16GB, 500GBm LAN/WIFI/BT",1,650,,61001.0,GST on Expenses,65,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3848.0,,17/11/2023,17/11/2023,,,Credit card surcharge,1,93.5,,61001.0,BAS Excluded,0.00,Job,,,,,
Beacon Lighting Jindalee,,,,,,,,,,3849.0,,17/11/2023,17/11/2023,,,2 fans to replace the damaged ones at the BBQ area in Lota HQ,1,987.64,,61101.0,GST on Expenses,98.76,Job,,,,,
Office Works,,,,,,,,,,3850.0,,18/11/2023,18/11/2023,,,Stationary for Lota,1,147.33,,61301.0,GST on Expenses,14.73,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,3846.0,,20/11/2023,20/11/2023,,,Induction monthly subscription,1,45,,60101.0,GST on Expenses,4.5,Job,,,,,
Adzuna Australia Pty Limited,,,,,,,,,,3852.0,,21/11/2023,21/11/2023,,,New technician advertisement ,1,199,,60018.0,GST on Expenses,19.9,Job,,,,,
Careerjet Limited,,,,,,,,,,3857.0,,21/11/2023,21/11/2023,,,Advertisement for a new technician position. Overseas transaction showing GST charged on the credit card statement,1,121.73,,60018.0,GST on Expenses,12.17,Job,,,,,
Tork Signs,,,,,,,,,,3855.0,,23/11/2023,23/11/2023,,,Signed for the new RAV 4 204IS2,1,165,,60018.0,GST on Expenses,16.5,Job,,,,,
Versatex Trading Pty Ltd,,,,,,,,,,3856.0,,23/11/2023,23/11/2023,,,Slip test machine part; sand blasting; powder details; metal details,1,240,,61705.0,GST on Expenses,24,Job,,,,,
Servco Australia Morningside Pty Ltd,,,,,,,,,,3858.0,,24/11/2023,24/11/2023,,,1 cargo mat rubber for new RAV4 204IS2,1,105.4,,62007.0,GST on Expenses,10.54,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3865.0,,24/11/2023,24/11/2023,,,Allen keys for Ned Holberger's tortus,1,5.44,,61704.0,GST on Expenses,.54,Job,,,,,
7- Eleven,,,,,,,,,,3866.0,,24/11/2023,24/11/2023,,,Fuel 589 YSF ,1,66.99,,62001.0,GST on Expenses,6.7,Job,,,,,
7- Eleven,,,,,,,,,,3866.0,,24/11/2023,24/11/2023,,,.,1,0.00,,62001.0,BAS Excluded,0.00,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3861.0,,27/11/2023,27/11/2023,,,Install two fans at the recreation area and install two remote control units for the fans,1,498,,61101.0,GST on Expenses,49.8,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3861.0,,27/11/2023,27/11/2023,,,Credit card surcharge,1,10.92,,61101.0,BAS Excluded,0.00,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3859.0,,30/11/2023,30/11/2023,,,November's cleaning in GTCC,1,218.8,,62622.0,GST on Expenses,21.88,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3860.0,,30/11/2023,30/11/2023,,,November's cleaning in Lota HQ,1,"1,170.29",,61107.0,GST on Expenses,117.03,Job,,,,,
Origin Energy,,,,,,,,,,3867.0,,30/11/2023,30/11/2023,,,Electricity at the GTCC,1,104.79,,62625.0,GST on Expenses,10.48,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,3868.0,,30/11/2023,30/11/2023,,,Accreditation activities taken up to 30 November 2023,1,135,,60012.0,GST on Expenses,13.5,Job,,,,,
Empire Accountants,,,,,,,,,,3871.0,,30/11/2023,30/11/2023,,,Monthly fixed fee agreement under a complete solution package FY 2023-2024,1,"1,595",,60008.0,GST on Expenses,159.5,Job,,,,,
Empire Accountants,,,,,,,,,,3871.0,,30/11/2023,30/11/2023,,,Surcharge fee,1,1.73,,60008.0,BAS Excluded,0.00,Job,,,,,
Red ICT,,,,,,,,,,3872.0,,30/11/2023,30/11/2023,,,NBN Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3872.0,,30/11/2023,30/11/2023,,,NBN GTCC,1,99.09,,62604.0,GST on Expenses,9.91,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3882.0,,30/11/2023,30/11/2023,,,car detailing 049DV7 AND 306HE4,1,327.2,,62005.0,GST on Expenses,32.72,Job,,,,,
Citygreen,,,,,,,,,,3870.0,,01/12/2023,01/12/2023,,,Indoor plant  maintenance ,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3873.0,,01/12/2023,01/12/2023,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3873.0,,01/12/2023,01/12/2023,,,Credit card surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3874.0,,01/12/2023,01/12/2023,,,MYOB monthly subscription,1,318,,60017.0,GST on Expenses,31.8,Job,,,,,
Woolworths,,,,,,,,,,3877.0,,01/12/2023,01/12/2023,,,Office supplies,1,29.55,,61304.0,GST on Expenses,2.95,Job,,,,,
BSR Franchising Pty Ltd,,,,,,,,,,3878.0,,01/12/2023,01/12/2023,,,New dishwasher for LotaHQ ,1,"1,544.55",,11302.0,GST on Capital,154.45,Job,,,,,
Servco Australia Morningside Pty Ltd,,,,,,,,,,3879.0,,01/12/2023,01/12/2023,,,New spare key for RAV4 053 GU9 as this RAV is going to be transferred to Sydney,1,687.35,,62007.0,GST on Expenses,68.74,Job,,,,,
Dan  Murphys,,,,,,,,,,3883.0,,01/12/2023,01/12/2023,,,Christmas gift to Joshua Walden as he missed the Christmas party,1,143.51,,61801.0,GST on Expenses,14.35,Job,,,,,
Motorpass,,,,,,,,,,3884.0,,01/12/2023,01/12/2023,,,November fuel all the cars,1,"3,076.31",,62001.0,GST on Expenses,307.63,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,3887.0,,01/12/2023,01/12/2023,,,Rates in Lota,1,"1,292.6",,61104.0,BAS Excluded,0.00,Job,,,,,
National Storage Cannon Hill,,,,,,,,,,3900.0,,01/12/2023,01/12/2023,,,3 months storage in Brisbane. (Invoice recorder as of 1-12-2023 as GST was reported prior to receive this invoice 12-12-2023),1,137.27,,61614.0,GST on Expenses,13.73,Job,,,,,
