*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 Cairns Property Developments Pty Ltd,,,,,,,,,,66292,1492,13/07/2021,13/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Hermit Park Shopping Centre. Testing performed 6-07-2021. Purchase Order 001492,1,560.00,,43000,GST on Income,56.00,Job,1325-04-Hermit Park S-C,,,,,
 Vincent Marketplace,,,,,,,,,,66293,,13/07/2021,13/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Vincent Marketplace. Testing performed 6-07-2021. ,1,625.00,,43000,GST on Income,62.50,,,,,,,
 Abode on Morehead CTS 40981,,,,,,,,,,66294,WO-00048968,13/07/2021,13/07/2021,,,Provide annual wet slip resistance measurement and report for Abode on Morehead. Testing performed 7-07-2021. Purchase Order WO-00048968,1,475.00,,43000,GST on Income,47.50,,,,,,,
 Sanctuary Apartments,,,,,,,,,,66295,,13/07/2021,13/07/2021,,,Provide annual wet slip resistance measurement and report for The Sanctuary Apartments. Testing performed 7-07-2021.,1,475.00,,43000,GST on Income,47.50,,,,,,,
 Region Group Re Ltd,,,,,,,,,,66296,W8121115,13/07/2021,13/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Annandale Central. Testing performed 7-07-2021. Purchase Order W8121115,1,550.00,,43000,GST on Income,55.00,,,,,,,
 Sentinel Regional Office Pty Ltd ATF,,,,,,,,,,66297,2022010209,13/07/2021,13/07/2021,,,Provide annual wet and dry slip resistance measurement and report for Central Plaza. Testing performed 7-07-2021. Purchase Order 2022010209,1,525.00,,43000,GST on Income,52.50,,,,,,,
 Fairfield Land Unit Trust & Landel ATF Lancini,,,,,,,,,,66298,SO7119423_243924,13/07/2021,13/07/2021,,,Provide 3 monthly wet and dry slip resistance measurement and report for Fairfield Central. Testing performed 07/07/2021. Order #SO7119423_243924,1,655.00,,43000,GST on Income,65.50,Job,1590-04-Farifield Central,,,,,
 Landel Pty Ltd ATF Lancini Family Discretionary,,,,,,,,,,66299,SO7118930_243924,13/07/2021,13/07/2021,,,Provide 3 monthly wet and dry slip resistance measurement and report for City Arcade and Lane. Testing performed 07/07/2021. Order #SO7118930_243924,1,730.00,,43000,GST on Income,73.00,,,,,,,
 SECUREclean (VIC) Pty Ltd,,,,,,,,,,66300,CLEPO0010283,13/07/2021,13/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Westfield Knox. Testing performed 07/07/2021. Order #CLEPO0010283,1,690.00,,43000,GST on Income,69.00,,,,,,,
 SECUREclean (VIC) Pty Ltd,,,,,,,,,,66301,CLEPO0010283,13/07/2021,13/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Westfield Southland. Testing performed 08/07/2021. Order #CLEPO0010283,1,690.00,,43000,GST on Income,69.00,,,,,,,
 Savio Developments Pty Ltd,,,,,,,,,,66302,Rosie39Distribution,13/07/2021,13/07/2021,,,Provide annual wet slip resistance measurement and report for 39 Distribution Street. Testing performed 8-07-2021. Purchase Order Rosie 39 Distribution 2021,1,425.00,,43000,GST on Income,42.50,Job,1353-09-39 Distribution Street,,,,,
 Savio Developments Pty Ltd,,,,,,,,,,66303,Rosie 19Distribution,13/07/2021,13/07/2021,,,Provide annual wet slip resistance measurement and report for 19 Distribution Street. Testing performed 8-07-2021. Purchase Order Rosie 19 Distribution 2021,1,425.00,,43000,GST on Income,42.50,Job,1353-07-19 Distribution Street,,,,,
 Compass A/P Processing,,,,,,,,,,66304,REQ0204696,13/07/2021,13/07/2021,,,Provide 3 monthly wet and dry slip resistance measurement and report for Qantas Club Townsville. Testing performed 08/07/2021. Order #REQ0204696. Cost Centre #18016811,1,505.00,,43000,GST on Income,50.50,Job,1700-02-Qantas Club Townsville,,,,,
 BIC Consolidated,,,,,,,,,,66305,4244,13/07/2021,13/07/2021,,,Provide special request wet slip resistance measurement and report for 90 Collins Street. Testing performed 08/07/2021. Testing requested by Douglas Rengifo. Order #4244,1,350.00,,42002,GST on Income,35.00,Job,4003-Specials - VIC,,,,,
 Energetic Cleaning Services,,,,,,,,,,66306,,13/07/2021,13/07/2021,,,Provide special request wet and dry  slip resistance measurement and report for Arndale Shopping Centre. Testing performed 13-07-2021. Testing requested by Scott Griffin.,1,950.00,,43001,GST on Income,95.00,Job,4004-Specials - SEQ,,,,,
 Parkside Developments No 2 Pty Ltd,,,,,,,,,,66307,1419,13/07/2021,13/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Parkside Plaza Townsville. Testing performed 6-07-2021. Purchase Order 001419,1,610.00,,43000,GST on Income,61.00,Job,1325-08-Parkside Plaza Townsville,,,,,
 Pickwick Group Pty Ltd QLD,,,,,,,,,,66308,(NC) 103813,13/07/2021,13/07/2021,,,Provide 3 monthly wet and dry slip resistance measurement and report for Qantas Lounge Townsville. Testing performed 08/07/2021. Order #(NC) 103813,1,550.00,,43000,GST on Income,55.00,,,,,,,
 Pretlock Ltd,,,,,,,,,,66309,PRE301_2100140,13/07/2021,13/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Aspendale Gardens Shopping Centre. Testing performed 7-07-2021. Purchase Order PRE301_2100140,1,650.00,,43000,GST on Income,65.00,,,,,,,
 BIC Consolidated,,,,,,,,,,66310,4181,14/07/2021,14/07/2021,,,Provide annual wet and dry slip resistance measurement and report for 330 Collins Street. Testing performed 08/07/2021. Order #4181,1,610.00,,43000,GST on Income,61.00,,,,,,,
 BIC Consolidated,,,,,,,,,,66311,4168,14/07/2021,14/07/2021,,,Provide annual wet and dry slip resistance measurement and report for 425 Collins Street. Testing performed 08/07/2021. Order #4168,1,610.00,,43000,GST on Income,61.00,,,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,66312,2874611,14/07/2021,14/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for 63 George Street. Testing performed 8-07-2021. Purchase Order 0002874611,1,510.00,,43000,GST on Income,51.00,Job,1435-09-63 George St,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,66313,2614228,14/07/2021,14/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for 111 George Street. Testing performed 8-07-2021. Purchase Order 0002614228,1,510.00,,43000,GST on Income,51.00,Job,1435-12-111 George St,,,,,
 Sanifect,,,,,,,,,,66314,,14/07/2021,14/07/2021,,,Provide special request wet and dry slip resistance measurement and report fro 451 Little Bourke Street. Testing performed 09-07-2021. Testing requested by James,1,700.00,,43001,GST on Income,70.00,Job,4003-Specials - VIC,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,66315,2614234,14/07/2021,14/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for 33 Charlotte Street. Testing performed 13-07-2021. Purchase Order 0002614234,1,510.00,,43000,GST on Income,51.00,Job,1435-13-33 Charlotte St,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,66316,2614236,14/07/2021,14/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for 30-54 Mary Street. Testing performed 13-07-2021. Purchase Order 0002614236,1,510.00,,43000,GST on Income,51.00,Job,1435-14-30-54 Mary St,,,,,
 M & G Management Services,,,,,,,,,,66317,,14/07/2021,14/07/2021,,,Provide 3 monthly wet slip resistance measurement and report for Paddington Central. Testing performed 8-07-2021,1,235.00,,43000,GST on Income,23.50,Job,1497-01-Paddington Central,,,,,
 Body Corporate for MONACO RESIDENTIAL APARTMENTS,,,,,,,,,,66318,,14/07/2021,14/07/2021,,,Provide 6 monthly wet slip resistance measurement and report for Monaco Caloundra. Testing performed 8-07-2021.,1,450.00,,43000,GST on Income,45.00,Job,1020-01-Monaco Caloundra,,,,,
 Body Corporate for MONACO RESIDENTIAL APARTMENTS,,,,,,,,,,66318,,14/07/2021,14/07/2021,,,Provide special wet slip resistance measurement and report for Monaco Caloundra. Testing requested by Jason Whitelock. Testing performed 8-07-2021,1,100.00,,43001,GST on Income,10.00,Job,1020-01-Monaco Caloundra,,,,,
 Leda Commercial Properties Pty Ltd,,,,,,,,,,66319,3663,14/07/2021,14/07/2021,,,Provide 3 monthly wet and dry slip resistance measurement and report for Morayfield Shopping Centre. Testing performed 1-07-2021. Purchase Order 3663,1,585.00,,43000,GST on Income,58.50,,,,,,,
 Springmount Services Pty Ltd,,,,,,,,,,66320,23629,14/07/2021,14/07/2021,,,Provide 3 monthly wet and dry slip resistance measurement and report for Toombul Shopping Centre. Testing performed 13/07/2021. Order #23629,1,510.00,,43000,GST on Income,51.00,,,,,,,
 Body Corporate for Teneriffe Village CTS 15581,,,,,,,,,,66321,,14/07/2021,14/07/2021,,,Provide annual wet and dry slip resistance measurement and report for Teneriffe Village. Testing performed 9-07-2021. ,1,675.00,,43000,GST on Income,67.50,Job,1044-01-Teneriffe Village,,,,,
 Driveway magic,,,,,,,,,,66322,,14/07/2021,14/07/2021,,,Provide special request wet slip resistance measurement and report for Churchland Estate. Testing performed 14-04-2021. Testing requested by John Hunter.,1,350.00,,43001,GST on Income,35.00,Job,4004-Specials - SEQ,,,,,
 BIC Consolidated,,,,,,,,,,66323,90721,14/07/2021,14/07/2021,,,Provide annual wet and dry slip resistance measurement and report for Sunshine Marketplace. Testing performed 09/07/2021. Order #90721,1,620.00,,43000,GST on Income,62.00,,,,,,,
 GH & LM Yuen Pty Ltd ATF The Gum Hoy,,,,,,,,,,66325,PO5549964_243924,15/07/2021,15/07/2021,,,Provide 3 monthly wet slip resistance measurement and report for Calamvale Marketplace. Testing performed 9-07-2021. Purchase Order PO5549964_243924,1,350.00,,43000,GST on Income,35.00,Job,1437-48-Calamvale Marketplace,,,,,
 Felix Place CTS 48929,,,,,,,,,,66326,,15/07/2021,15/07/2021,,,Provide special request wet and dry slip resistance measurement and report for 30 Felix Street. Testing performed 14-07-2021. Testing requested by Melissa Borgna.,1,575.00,,43001,GST on Income,57.50,,,,,,,
 Energetic Cleaning Services,,,,,,,,,,66327,,15/07/2021,15/07/2021,,,Provide special request wet and dry slip resistance measurement and report for Great Western Shopping Centre. Testing performed 14-07-2021. Testing requested by Scott Griffin.,1,950.00,,43001,GST on Income,95.00,Job,4004-Specials - SEQ,,,,,
 The Trust Company Australia Limited ATF,,,,,,,,,,66328,PO5528526_243924,15/07/2021,15/07/2021,,,Provide annual wet and dry slip resistance measurement and report for 300 Queen Street. Testing performed 12-07-2021. Purchase Order PO5528526_243924,1,575.00,,43000,GST on Income,57.50,Job,1437-08-300 Queen Street,,,,,
 B.I.C. Services Pty Ltd,,,,,,,,,,66329,70425,15/07/2021,15/07/2021,,,Provide special request wet slip resistance measurement and report for Eagle Street Pier. Testing performed 12/07/2021. Testing requested by Denise Purcell. Order #70425,1,"1,250.00",,43001,GST on Income,125.00,,,,,,,
 Kelvin Grove Village Centre,,,,,,,,,,66330,,16/07/2021,16/07/2021,,,Provide 6 monthly wet slip resistance measurement and report for Pavilions Palm Beach. Testing performed 14/07/2021.,1,425.00,,43000,GST on Income,42.50,,,,,,,
 Clarence Property Diversified Fund,,,,,,,,,,66331,,16/07/2021,16/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for 183 Varsity Parade. Testing performed 14-07-2021.,1,600.00,,43000,GST on Income,60.00,Job,1049-07-183 Varsity Parade,,,,,
 Clarence Property Diversified Fund,,,,,,,,,,66332,,16/07/2021,16/07/2021,,,Provide 6 monthly wet slip resistance measurement and report for Bell Central. Testing performed 14-07-2021,1,450.00,,43000,GST on Income,45.00,Job,1049-06-Bell Central,,,,,
 Fardoulys Constructions,,,,,,,,,,66333,2229-38410,16/07/2021,16/07/2021,,,Provide special request wet slip resistance measurement and report for Sunnybank Hotel. Testing performed 16-07-2021. Purchase Order Number 2229-38410. Testing requested by Will Fardoulys.,1,800.00,,43001,GST on Income,80.00,Job,4004-Specials - SEQ,,,,,
 The Trustee for CH 900 Ann St Trust,,,,,,,,,,66334,PO5521573_243924,16/07/2021,16/07/2021,,,Provide annual wet and dry slip resistance measurement and report for 900 Ann Street. Testing performed 9-07-2021. Purchase Order PO5521573_243924,1,575.00,,43000,GST on Income,57.50,Job,1437-12-900 Ann Street,,,,,
 AIO Services,,,,,,,,,,66335,,16/07/2021,16/07/2021,,,Provide 6 monthly wet slip resistance measurement and report for 1220 Sandgate Road. Testing performed 13-07-2021.,1,550.00,,43000,GST on Income,55.00,,,,,,,
 SECUREclean (QLD) Pty Ltd,,,,,,,,,,66336,CLQPO0010117,16/07/2021,16/07/2021,,,Provide 3 monthly wet and dry slip resistance measurement and report for The Pines. Testing performed 14/07/2021. Order #CLQPO0010117,1,640.00,,43000,GST on Income,64.00,Job,1425-04-The Pines,,,,,
 Sentinel Springwood Retail Pty Ltd ATF,,,,,,,,,,66337,2021120389,16/07/2021,16/07/2021,,,Provide 6 monthly wet slip resistance measurement and report for The Centre @ Springwood. Testing performed 13-07-2021. Purchase Order 2021120389,1,425.00,,43000,GST on Income,42.50,,,,,,,
 Townsville Airport Pty Ltd,,,,,,,,,,66338,TSV039377,16/07/2021,16/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Townsville Airport. Testing performed 8-07-2021. Purchase Order TSV039377,1,640.00,,43000,GST on Income,64.00,Job,1320-01-Townsville Airport,,,,,
 Clarence Property Diversified Fund,,,,,,,,,,66339,,16/07/2021,16/07/2021,,,Provide annual wet slip resistance measurement and report for Zone Underwood. Testing performed 13-07-2021. ,1,450.00,,43000,GST on Income,45.00,,,,,,,
 Fabcot Pty Limited,,,,,,,,,,66340,RWO63156,16/07/2021,16/07/2021,,,Provide 6 monthly wet slip resistance measurement and report for Chermside Marketplace. Testing performed 14-07-2021. Purchase Order RWO63156,1,425.00,,43000,GST on Income,42.50,Job,1369-31-Chermside Marketplace,,,,,
 Farnstead Pty Ltd,,,,,,,,,,66341,PO5528329_243924,16/07/2021,16/07/2021,,,Provide annual wet slip resistance measurement and report for 86 Queen Street. Testing performed 15-07-2021. Purchase Order PO5528329_243924,1,335.00,,43000,GST on Income,33.50,Job,1437-28-86 Queen Street,,,,,
 Victoria Point Shopping Centre,,,,,,,,,,66342,VPSC 2021 - 2022/05,19/07/2021,19/07/2021,,,Provide monthly wet and dry slip resistance measurement and report for Victoria Point Shopping Centre. Testing performed 14-07-2021. Purchase Order VPSC 2021 - 2022/05,1,585.00,,43000,GST on Income,58.50,,,,,,,
 Mirvac Real Estate Pty Ltd,,,,,,,,,,66343,760509,19/07/2021,19/07/2021,,,Provide special request wet slip resistance measurement and report for Kawana Shoppingworld. Testing performed 16-07-2021. Testing requested by Ray Sharpe. Purchase Order 760509,1,375.00,,43001,GST on Income,37.50,,,,,,,
 Professional Cleaning Services,,,,,,,,,,66344,,19/07/2021,19/07/2021,,,Provide annual wet and dry slip resistance measurement and report for Waterloo Junction. Testing performed 16/07/2021.,1,600.00,,43000,GST on Income,60.00,,,,,,,
 Shopping Centres Australasia Property Group Re Ltd,,,,,,,,,,66345,W7899738,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Miami One Shopping Centre. Testing performed 9-07-2021. Purchase Order W7899738,1,750.00,,43000,GST on Income,75.00,Job,1325-46-Miami One Shopping Centre,,,,,
 BIC Consolidated,,,,,,,,,,66346,4157,19/07/2021,19/07/2021,,,Provide annual wet and dry slip resistance measurement and report for 114 William Street. Testing performed 09/07/2021. Order #4157,1,620.00,,43000,GST on Income,62.00,Job,272-30-114 William Street,,,,,
 Kartine (No. 4) Pty Limited Atf Woollies Corner,,,,,,,,,,66347,KAR101_2100115,19/07/2021,19/07/2021,,,Provide annual wet and dry slip resistance measurement and report for Kartine Building. Testing performed 14-07-2021. Purchase Order KAR101_2100115,1,600.00,,43000,GST on Income,60.00,Job,707-01-Kartine Building,,,,,
 HTI London Pty Ltd,,,,,,,,,,66348,AU01239428,19/07/2021,19/07/2021,,,Provide annual wet and dry slip resistance measurement and report for London Court. Testing performed 14-07-2021. Purchase Order AU01239428,1,620.00,,43000,GST on Income,62.00,,,,,,,
 Assetlink (VIC),,,,,,,,,,66349,PO92019,19/07/2021,19/07/2021,,,Provide annual wet and dry slip resistance measurement and report for Camberwell Place. Testing performed 09/07/2021. Order #PO92019,1,700.00,,43000,GST on Income,70.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66350,104073,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Alfred Square. Testing performed 24/06/2021. Order #104073,1,550.00,,43000,GST on Income,55.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66351,104074,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Drouin Central. Testing performed 25/06/2021. Order #104074,1,650.00,,43000,GST on Income,65.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66352,104075,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Moama Marketplace. Testing performed 22/06/2021. Order #104075,1,650.00,,43000,GST on Income,65.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66353,104076,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Ocean Grove. Testing performed 23/06/2021. Order #104076,1,550.00,,43000,GST on Income,55.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66354,104077,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for The Target Centre Warrnambool. Testing performed 23/06/2021. Order #104077,1,650.00,,43000,GST on Income,65.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66355,104078,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Wonthaggi Plaza. Testing performed 25/06/2021. Order #104078,1,550.00,,43000,GST on Income,55.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66356,104079,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Woolworths Highett. Testing performed 07/07/2021. Order #104079,1,525.00,,43000,GST on Income,52.50,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,66357,104080,19/07/2021,19/07/2021,,,Provide 6 monthly wet and dry slip resistance measurement and report for Woolworths Warrnambool East. Testing performed 23/06/2021. Order #104080,1,650.00,,43000,GST on Income,65.00,,,,,,,
