Co./Last Name,First Name,Purchase No.,Date,Supplier Invoice No.,Inclusive,Delivery Status,Journal Memo,Detail Date,Description,Account No.,Amount,Job,Comment,Promised Date,Tax Code,Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
SOI (Kent Street No 1) Pty Ltd,,153180,15/09/2020,SOI161,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent Street No 1,66010,"$2,250 ",,,,GST,$225 ,B,2,0,1,0,"$2,475 ",,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,153181,10/9/2020,100920,,P,Imported Telstra Corp,,Telstra Corp Mobile Phones,61300,"$1,020.63 ",,,,GST,$75.53 ,B,2,0,11,0,"$1,096.16 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153182,15/09/2020,82575,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,$310 ,,,,GST,$31 ,B,2,0,6,0,$341 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153183,18/09/2020,5985,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Associates Pty Ltd,54400,"$5,500 ",,,,GST,$550 ,B,2,0,4,0,"$6,050 ",,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
Concrete Institute of Australia,,153184,25/09/2020,15266,,P,Imported Concrete Institute of Australia,,Concrete Institute of Aust Membership Subscription,51100,$277.27 ,,,,GST,$27.73 ,B,2,0,3,0,$305 ,,1751,2240
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,153185,24/09/2020,62021,,P,Imported HR Consulting Melbourne,,HR Consulting Melbourne,61035,$450 ,,,,GST,$45 ,B,2,0,4,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
VicRoads,,153186,1/9/2020,5282827,,P,Imported VicRoads,,Vic Roads Rego for Porsch AJS701,61200,$790.80 ,,,,GST,$44 ,B,2,0,27,0,$834.80 ,,5364,83
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,153188,1/10/2020,1836,,P,Imported Hightalk Pty Ltd,,Hightalk Pty Ltd,61300,$721.50 ,,,,GST,$72.15 ,B,2,0,4,0,$793.65 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecure,,153189,5/10/2020,1310A201001,,P,Imported Cybersecure,,Cybersecure,61150,$135.44 ,,,,GST,$13.54 ,B,2,0,0,0,$148.98 ,,5408,726
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153190,1/10/2020,11051,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,4,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153191,1/10/2020,82630,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,"$1,815.85 ",,,,GST,$181.59 ,B,2,0,4,0,"$1,997.44 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153192,30/09/2020,82780,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,$771.78 ,,,,GST,$77.18 ,B,2,0,5,0,$848.96 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,153193,27/09/2020,827,,P,Imported Racket Agency Pty Ltd,,Racket Agency Pty Ltd,59130,"$7,500 ",,,,GST,$750 ,B,2,0,8,0,"$8,250 ",,5548,2099
,,,,,,,,,,,,,,,,,,,,,,,,,
AAMI,,153194,14/09/2020,141020,,P,Imported AAMI,,AAMI insurance for IG Ford Falcon ZEN746,61200,$371.32 ,,,,GST,$33.45 ,B,2,0,22,0,$404.77 ,,5004,71
,,,,,,,,,,,,,,,,,,,,,,,,,
Protection Pacific Security,,153195,7/10/2020,382041,,P,Imported Protection Pacific Security,,Protection Pacific Security,66080,$159.09 ,,,,GST,$15.91 ,B,2,0,0,0,$175 ,,1729,2225
,,,,,,,,,,,,,,,,,,,,,,,,,
HP Financial Services Aust Pty Ltd,,153197,19/09/2020,1.00E+11,,P,Imported HP Financial Services Aust Pty Ltd,,HP Financial Services Aust Pty Ltd Period 1 Oct - 31 Oct 2020,61130,"$1,053.33 ",,,,GST,$105.33 ,B,2,0,23,0,"$1,158.66 ",,1744,2195
,,,,,,,,,,,,,,,,,,,,,,,,,
HP Financial Services Aust Pty Ltd,,153198,2/10/2020,1.00E+11,,P,Imported HP Financial Services Aust Pty Ltd,,HP Financial Services Aust Pty Ltd Period 1 Nov - 30Nov 2020,61130,"$1,053.33 ",,,,GST,$105.33 ,B,2,0,10,0,"$1,158.66 ",,1744,2195
,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,153199,1/10/2020,15665954,,P,Imported TPG Telecom / AAPT,,TPG Telecom,61150,$804 ,,,,GST,$80.40 ,B,2,0,11,0,$884.40 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,153200,8/10/2020,10831140,,P,"Imported Momentum Energy, ",,Momentum Energy,66060,$224.61 ,,,,GST,$25.28 ,B,2,0,4,0,$249.89 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Omni Systems,,153201,7/10/2020,4152,,P,Imported Omni Systems,,Omni systems Engineering Consultants,54400,"$2,750 ",,,,GST,$275 ,B,2,0,5,0,"$3,025 ",,5257,82
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Institute of Waterproofing Inc,,153202,8/10/2020,1598,,P,Imported Australian Institute of Waterproofing Inc,,Australian Institute of Waterproofing Inc Membership fee 1 July - 30 June 2021,51100,$300 ,,,,FRE,$0.00 ,B,2,0,4,0,$300 ,,1996,2470
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153203,10/10/2020,SOI166,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent Street No 1,61215,$54.70 ,,,,GST,$5.47 ,B,2,0,5,0,$60.17 ,,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,153204,10/10/2020,101020,,P,Imported Telstra Corp,,Telstra Mobiles,61300,$953.95 ,,,,GST,$73.70 ,B,2,0,5,0,"$1,027.65 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,153205,6/10/2020,61020,,P,Imported Telstra Corp,,Telstra Corp Landline - Final bill,61300,$142.40 ,,,,GST,$12.74 ,B,2,0,0,0,$155.14 ,,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Oaks on Carlyle Mackay,,153206,16/10/2020,9381843,,A,Imported Oaks on Carlyle Mackay,,Oaks Brisbane Aurora suites NW accommodation,54500,"$4,411 ",,,,FRE,$0.00 ,B,2,0,3,0,"$4,411 ",,2062,2406
,,,,,,,,,,,,,,,,,,,,,,,,,
Best Western Motor Inn (JS and YF Pty Ltd),,153207,12/10/2020,20200105,,P,Imported Best Western Motor Inn (JS and YF Pty Ltd),,Best Western Governor Gipps Motor Inn,54500,"$2,509.09 ",,,,GST,$250.91 ,B,2,0,7,0,"$2,760 ",,2165,2471
,,,,,,,,,,,,,,,,,,,,,,,,,
Oaks on Carlyle Mackay,,153208,16/10/2020,9381842,,A,Imported Oaks on Carlyle Mackay,,Oaks Brisbane Aurora Suites BG Accommodation,54500,"$4,411 ",,,,FRE,$0.00 ,B,2,0,3,0,"$4,411 ",,2062,2406
,,,,,,,,,,,,,,,,,,,,,,,,,
Jims Test & Tag,,153209,18/10/2020,528,,P,Imported Jims Test & Tag,,Jims Test and Tag,51050,$564 ,,,,GST,$56.40 ,B,2,0,1,0,$620.40 ,,5193,141
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153210,1/11/2020,SOI177,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent Street No 1,66010,"$2,250 ",,,,GST,$225 ,B,2,0,13,0,"$2,475 ",,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
Yarra Valley Water,,153211,8/10/2020,59195641661,,P,Imported Yarra Valley Water,,Yarra Valley Water,66090,$346.61 ,,,,FRE,$0.00 ,B,2,0,13,0,$346.61 ,,5463,1394
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153212,20/10/2020,11255,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,1,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153213,20/10/2020,81897,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,$627.22 ,,,,GST,$62.72 ,B,2,0,1,0,$689.94 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153214,20/10/2020,82198,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,"$2,160 ",,,,GST,$216 ,B,2,0,1,0,"$2,376 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153215,21/10/2020,SOI178,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent Street No 1,61215,($45),,,,GST,($4.50),B,2,0,0,0,($49.50),,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
JT WORX PTY LTD,,153216,30/09/2020,202,,P,Imported JT Worx Pty Ltd,,JT Works Pty Ltd,54300,"$5,800 ",,,,GST,$580 ,B,2,0,22,0,"$6,380 ",,2045,2397
,,,,,,,,,,,,,,,,,,,,,,,,,
Bulleen Cricket Club Inc,,153217,21/10/2020,202021-4,,P,Imported Bulleen Cricket Club Inc,,Bulleen Cricket Club,59110,"$1,250 ",,,,FRE,$0.00 ,B,2,0,1,0,"$1,250 ",,1853,2310
,,,,,,,,,,,,,,,,,,,,,,,,,
VBCS Plus Victoria Body Corporate Services Pty Ltd,,153218,21/10/2020,M0005041,,P,Imported VBCS Plus Victoria Body Corporate Services Pty Ltd,,VBCS plus,51100,$75 ,,,,GST,$7.50 ,B,2,0,1,0,$82.50 ,,2116,2438
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,153219,21/10/2020,72021,,P,Imported HR Consulting Melbourne,,HR Consulting Melbourne,61035,$450 ,,,,GST,$45 ,B,2,0,1,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
ACTA (Australian Construction Training Alliance),,153220,27/10/2020,1653,,P,Imported ACTA (Australian Construction Training Alliance),,ACTA (Aust Construction Training Alliance),54800,$200 ,,,,FRE,$0.00 ,B,2,0,1,0,$200 ,,1926,2329
,,,,,,,,,,,,,,,,,,,,,,,,,
Boom Logistics Limited,,153221,2/10/2020,13111075230,,P,Imported Boom Logistics Limited,,Boom Logistics Limited,54300,"$13,115 ",,,,GST,"$1,311.50 ",B,2,0,33,0,"$14,426.50 ",,1818,2286
,,,,,,,,,,,,,,,,,,,,,,,,,
Boom Logistics Limited,,153222,2/10/2020,13111073691,,P,Imported Boom Logistics Limited,,Boom Logistics Limited,54300,"$6,520 ",,,,GST,$652 ,B,2,0,33,0,"$7,172 ",,1818,2286
,,,,,,,,,,,,,,,,,,,,,,,,,
Boom Logistics Limited,,153223,29/10/2020,C3111075230,,P,Imported Boom Logistics Limited,,Boom Logistics Limited,54300,"($1,767.50)",,,,GST,($176.75),B,2,0,6,0,"($1,944.25)",,1818,2286
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,153224,28/10/2020,852,,P,Imported Racket Agency Pty Ltd,,Racket Agency Pty Ltd,59130,"$7,500 ",,,,GST,$750 ,B,2,0,8,0,"$8,250 ",,5548,2099
,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,153225,4/11/2020,41120,,P,Imported AGL,,AGL Energy Gas bill,66030,$261.85 ,,,,GST,$26.19 ,B,2,0,1,0,$288.04 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,153226,1/11/2020,1876,,P,Imported Hightalk Pty Ltd,,Hightalk ,61300,$362.73 ,,,,GST,$36.27 ,B,2,0,4,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecure,,153227,4/11/2020,1310A201101,,P,Imported Cybersecure,,CyberSecure,61150,$135.44 ,,,,GST,$13.54 ,B,2,0,1,0,$148.98 ,,5408,726
,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,153228,1/11/2020,15760832,,P,Imported TPG Telecom / AAPT,,TPG Telecom,61150,$804 ,,,,GST,$80.40 ,B,2,0,4,0,$884.40 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,153229,4/11/2020,1626,,E,Imported Marine & Civil Maintenance Pty Ltd,,Marine and Civil Maintenance,54300,"$2,800 ",,,,GST,$280 ,B,2,0,5,0,"$3,080 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,
I.G. Parker Pty Ltd,,153230,22/10/2020,Smth001,,P,Imported I.G. Parker Pty Ltd,,I.G Parker Limited,54300,"$57,895 ",,,,GST,"$5,789.50 ",B,2,0,18,0,"$63,684.50 ",,2128,2452
,,,,,,,,,,,,,,,,,,,,,,,,,
Omni Systems,,153231,30/10/2020,4162,,P,Imported Omni Systems,,OmniSystems Engineering Consultancy,54400,"$7,000 ",,,,GST,$700 ,B,2,0,10,0,"$7,700 ",,5257,82
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,153232,6/11/2020,11003385,,P,"Imported Momentum Energy, ",,Momentum Energy,66060,$265.53 ,,,,GST,$29.35 ,B,2,0,3,0,$294.88 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153233,1/11/2020,83023,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,"$2,124.10 ",,,,GST,$212.41 ,B,2,0,8,0,"$2,336.51 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153234,31/10/2020,83188,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,$763.18 ,,,,GST,$76.32 ,B,2,0,9,0,$839.50 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimal Drafting Pty Ltd,,153235,9/11/2020,68,,P,Imported Optimal Drafting Pty Ltd,,Optimal Drafting Pty Ltd,54300,$357.50 ,,,,GST,$35.75 ,B,2,0,1,0,$393.25 ,,2177,2475
,,,,,,,,,,,,,,,,,,,,,,,,,
Savcor Products Australia Pty Ltd,,153236,9/11/2020,32930,,P,Imported Savcor Products Australia Pty Ltd,,Savcor Products Australia Pty Ltd,55100,$259 ,,,,GST,$25.90 ,B,2,0,1,0,$284.90 ,,5523,1949
,,,,,,,,,,,,,,,,,,,,,,,,,
PHMG (Please Hold (UK) Limited),,153237,2/11/2020,1138169,,A,Imported PHMG (Please Hold (UK) Limited),,PHMG (Please hold UK),61300,"$1,191 ",,,,FRE,$0.00 ,B,2,0,8,0,"$1,191 ",,1852,2309
,,,,,,,,,,,,,,,,,,,,,,,,,
City of Monash,,153239,10/11/2020,2112020,,P,Imported City of Monash,,City of Monash (council rates 2020-2021),66020,"$2,914.20 ",,,,FRE,$0.00 ,B,2,0,0,0,"$2,914.20 ",,5459,1337
,,,,,,,,,,,,,,,,,,,,,,,,,
Engineers Australia,,153240,30/10/2020,8492316,,P,Imported Engineers Australia,,Engineers Australian (IG Membership renewal),51100,$521.82 ,,,,GST,$52.18 ,B,2,0,11,0,$574 ,,5126,467
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153241,12/11/2020,15127,,P,Imported Sharp and Howells Pty Ltd,,Sharp and Howells Pty Ltd,54400,"$6,150 ",,,,GST,$615 ,B,2,0,4,0,"$6,765 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153242,12/11/2020,15129,,P,Imported Sharp and Howells Pty Ltd,,Sharp and Howells,54400,$750 ,,,,GST,$75 ,B,2,0,4,0,$825 ,,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153243,9/11/2020,11489,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,7,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Oaks on Carlyle Mackay,,153244,16/11/2020,7437835,,A,Imported Oaks on Carlyle Mackay,,Oaks Brisbane Felix Suites (Brisbane Accommodation for AD),54500,"$2,442.60 ",,remittance sent to fofelix@theoaksgroup.com.au,,FRE,$0.00 ,B,2,0,1,0,"$2,442.60 ",,2062,2406
,,,,,,,,,,,,,,,,,,,,,,,,,
Oaks on Carlyle Mackay,,153245,16/11/2020,50034937,,A,Imported Oaks on Carlyle Mackay,,Oaks Mackay Carlyle Suites Accom for AD 2/12-23/12/20,54500,"$3,175.20 ",,,,FRE,$0.00 ,B,2,0,1,0,"$3,175.20 ",,2062,2406
,,,,,,,,,,,,,,,,,,,,,,,,,
ACTA (Australian Construction Training Alliance),,153246,13/11/2020,1665,,P,Imported ACTA (Australian Construction Training Alliance),,ACTA (AD confined space training for AD),61310,$200 ,,,,FRE,$0.00 ,B,2,0,6,0,$200 ,,1926,2329
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,153247,10/11/2020,10002020,,P,Imported Telstra Corp,,Telstra Mobiles ,61300,$912.41 ,,,,GST,$74.43 ,B,2,0,9,0,$986.84 ,,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153248,10/11/2020,6026,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Associates Pty Ltd,54400,"$1,000 ",,,,GST,$100 ,B,2,0,9,0,"$1,100 ",,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,153249,23/11/2020,92021,,P,Imported HR Consulting Melbourne,,HR Consulting Melbourne,61035,$450 ,,,,GST,$45 ,B,2,0,1,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,153250,20/11/2020,10302861,,P,Imported Toshiba Australia Pty Limited,,Toshiba Australia Pty Limited,61215,$28.57 ,,,,GST,$2.86 ,B,2,0,4,0,$31.43 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153251,23/11/2020,DP-83294,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,"$7,805.60 ",,,,GST,$780.56 ,B,2,0,1,0,"$8,586.16 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,153252,23/11/2020,2976994729,,P,Imported MYOB Australia,,MYOB Australia Pty Ltd (annual subscription accountright plus),61290,"$1,189.09 ",,,,GST,$118.91 ,B,2,0,3,0,"$1,308 ",,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,153253,26/11/2020,329680500,,P,Imported Officeworks,,Officeworks,61215,$98.18 ,,,,GST,$9.82 ,B,2,0,0,0,$108 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153254,26/11/2020,creditnote,,P,Imported Sharp and Howells Pty Ltd,,Sharp and Howells,54400,"($1,260)",,,,GST,($126),B,2,0,4,0,"($1,386)",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Boronia Marine Co Pty Ltd,,153255,26/11/2020,20201102121,,P,Imported Boronia Marine Co Pty Ltd,,Boronia Marine Co,54300,"$2,662.50 ",,,,GST,$266.25 ,B,2,0,4,0,"$2,928.75 ",,1880,2324
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153256,12/11/2020,15128,,P,Imported Sharp and Howells Pty Ltd,,Sharp and Howells Pty Ltd,54400,"$1,470 ",,,,GST,$147 ,B,2,0,18,0,"$1,617 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Minsun Cleaning Pty Ltd,,153257,30/11/2020,452514,,P,Imported Minsun Cleaning Pty Ltd,,Minsun Cleaning Pty Ltd,61215,$460 ,,,,GST,$46 ,B,2,0,0,0,$506 ,,1634,2149
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153258,1/12/2020,11760,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,2,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,153259,1/12/2020,1918,,P,Imported Hightalk Pty Ltd,,Hightalk ,61300,$362.73 ,,,,GST,$36.27 ,B,2,0,2,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
HP Financial Services Aust Pty Ltd,,153260,1/12/2020,10001243670,,P,Imported HP Financial Services Aust Pty Ltd,,HP Financial Services Aust Pty Ltd (Final Invoice),61130,"$1,053.33 ",,,,GST,$105.33 ,B,2,0,2,0,"$1,158.66 ",,1744,2195
,,,,,,,,,,,,,,,,,,,,,,,,,
Australasian Corrosion Consultants Pty  Ltd,,153261,27/11/2020,2018,,P,Imported Australasian Corrosion Consultants Pty  Ltd,,Australasian Corrosion Consultants,54400,$520 ,,,,GST,$52 ,B,2,0,12,0,$572 ,,5028,55
,,,,,,,,,,,,,,,,,,,,,,,,,
Omni Systems,,153262,18/11/2020,4173,,P,Imported Omni Systems,,Omni Systems Engineering Consultants,54400,"$3,000 ",,,,GST,$300 ,B,2,0,9,0,"$3,300 ",,5257,82
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,153263,30/11/2020,1884,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Optimatum Pty Ltd t/a Miglic MacLeod,54400,"$9,928.80 ",,,,GST,$992.88 ,B,2,0,9,0,"$10,921.68 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Sensor Technologies Pty Ltd (PST),,153264,17/11/2020,9919,,P,Imported Pacific Sensor Technologies Pty Ltd (PST),,Pacific Sensor Technologies Pty Ltd,51050,"$2,102.42 ",,,,GST,$210.24 ,B,2,0,22,0,"$2,312.66 ",,2191,1562
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,153265,7/12/2020,11179478,,P,"Imported Momentum Energy, ",,Momentum Energy,66060,$198.47 ,,,,GST,$23.56 ,B,2,0,2,0,$222.03 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,153266,1/12/2020,15864635,,P,Imported TPG Telecom / AAPT,,TPG Telecom,61150,$804 ,,,,GST,$80.40 ,B,2,0,8,0,$884.40 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153267,30/11/2020,SOI1102,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent St No1,61150,$260.10 ,,,,GST,$26.01 ,B,2,0,9,0,$286.11 ,,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecure,,153268,3/12/2020,1310A201201,,P,Imported Cybersecure,,Cybersecure,61150,$135.44 ,,,,GST,$13.54 ,B,2,0,6,0,$148.98 ,,5408,726
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153269,30/11/2020,83554,,P,Imported Premier Technology Solutions,,Premier Tech Solutions,61150,$995.43 ,,,,GST,$99.54 ,B,2,0,9,0,"$1,094.97 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153270,1/12/2020,83422,,P,Imported Premier Technology Solutions,,Premier Tech Solutions,61150,"$2,124.10 ",,,,GST,$212.41 ,B,2,0,8,0,"$2,336.51 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Tile Council Inc,,153271,4/12/2020,M0000591,,P,Imported Australian Tile Council Inc,,Australian Tile Council,59100,$350 ,,,,FRE,$0.00 ,B,2,0,5,0,$350 ,,2008,2371
,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce County Hospitality Pty Ltd,,153272,10/12/2020,37862P,,P,Imported Bruce County Hospitality Pty Ltd,,Bruce County Hospitality PL (deposit for Leadership skills training day),61310,$197.27 ,,,,GST,$19.73 ,B,2,0,0,0,$217 ,,2192,2481
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153273,1/12/2020,SOI196,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent St No. 1 Dec Rent for Sydney office,66010,"$3,920.54 ",,,,GST,$392.05 ,B,2,0,13,0,"$4,312.59 ",,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153274,15/12/2020,6051,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Associates Pty Ltd,54400,"$4,500 ",,,,GST,$450 ,B,2,0,1,0,"$4,950 ",,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153275,30/11/2020,15169,,P,Imported Sharp and Howells Pty Ltd,,Sharp and Howells Pty Ltd,54400,$810 ,,,,GST,$81 ,B,2,0,16,0,$891 ,,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153276,15/12/2020,83613,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,$774 ,,,,GST,$77.40 ,B,2,0,1,0,$851.40 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
George Petropoulos,,153277,19/12/2020,2,,P,Imported George Petropoulos,,George Petropoulos,54300,$360 ,,,,FRE,$0.00 ,B,2,0,2,0,$360 ,,2196,2484
,,,,,,,,,,,,,,,,,,,,,,,,,
George Petropoulos,,153278,11/12/2020,1,,P,Imported George Petropoulos,,George Petropoulos,54300,$540 ,,,,FRE,$0.00 ,B,2,0,10,0,$540 ,,2196,2484
,,,,,,,,,,,,,,,,,,,,,,,,,
SGS Australia Pty Ltd,,153279,18/12/2020,SC50101641,,P,Imported SGS Australia Pty Ltd,,SGS Australia Pty Ltd,54400,"$1,150 ",,,,GST,$115 ,B,2,0,3,0,"$1,265 ",,2124,2447
,,,,,,,,,,,,,,,,,,,,,,,,,
SGS Australia Pty Ltd,,153280,3/12/2020,SC50101623,,P,Imported SGS Australia Pty Ltd,,SGS Australia Pty Ltd,54400,"$1,200 ",,,,GST,$120 ,B,2,0,18,0,"$1,320 ",,2124,2447
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153281,15/12/2020,6056,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Associates Pty ltd,54400,"$1,500 ",,,,GST,$150 ,B,2,0,6,0,"$1,650 ",,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,153282,10/12/2020,101220,,P,Imported Telstra Corp,,Telstra Corp Mobile Phones,61300,$892.18 ,,,,GST,$77.89 ,B,2,0,11,0,$970.07 ,,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153283,16/12/2020,83634,,P,Imported Premier Technology Solutions,,Premier Technology Solutions (update of hot desk),61150,$405.56 ,,,,GST,$40.56 ,B,2,0,5,0,$446.12 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,153284,23/12/2020,893,,P,Imported Racket Agency Pty Ltd,,Racket Agency Pty ltd,59130,"$7,500 ",,,,GST,$750 ,B,2,0,0,0,"$8,250 ",,5548,2099
