Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
EXEL Network Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155040,9/9/2024,182451,,P,Customised Surface Mount Labels,51000,$520 ,,,Purchase; EXEL Network Pty Ltd,,GST,$52 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$572 ,,2779,2872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155041,19/10/2024,1014183,,P,Storage rental (Unit 034) from 26/10/24 to 25/11/24,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155042,10/10/2024,T311 Oct 24,,P,Mobile phone usage Oct 24,61153,"$1,782.13 ",,,Purchase; Telstra Corp,,GST,$145.34 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,927.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155043,22/10/2024,INV-00412425,,P,"Employee Relations Advice, Employee Sentiment Survey, Client Meeting",61038,"$2,625 ",,,Purchase; HR Consulting Melbourne,,GST,$262.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,887.50 ",,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointon Partners Lawyers,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155044,31/08/2024,36609,,P,"Queries re Deed of Indemnity, Employee Share Scheme and D & O Insurance",61165,$974.83 ,,,Purchase; Pointon Partners Lawyers,,GST,$96.48 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,071.31 ",,1733,2230
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155046,4/11/2024,2-10010274803,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Nov 2024 to 30 Nov 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155047,4/11/2024,150190180,,P,Recycling service 01/10/24 -31/10/24,61215,$69.08 ,,,Purchase; Visy Recycling,,GST,$6.91 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$75.99 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155048,4/11/2024,INV_18452,,P,Photocopier metreage 01/10/24 -31/10/24,61215,$32.92 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$3.30 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$36.22 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155049,4/11/2024,INV-24539,,P,Sydney Office Rent 01/11/24 -30/11/24,66010,"$7,950 ",,,Purchase; STONE AND CHALK LIMITED,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155050,4/11/2024,SKY-000118,,P,VIC office cleaning 01/10/24 -31/10/24,61215,$680 ,,,Purchase; Suk Kyun Shin,,GST,$68 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155053,6/11/2024,425128359,,P,GAs bill 27/08/24 -28/10/24,66030,$69.58 ,,,Purchase; AGL,,GST,$6.96 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$76.54 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155054,1/11/2024,21183362,,P,Recurring charges 01/10/24 - 31/10/24,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155055,31/10/2024,48083,,P,DNS Hosting Annual billing for 2024-2025,61150,"$1,125 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$112.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,237.50 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155056,31/10/2024,48088,,P,Microsoft Office 365 for October 2024,61290,"$3,079.80 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$307.98 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,387.78 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155057,31/10/2024,48139,,P,MaxGuard Security for October 24,61290,$199.89 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$19.99 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$219.88 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155058,31/10/2024,48144,,P,Datto Backupify for October 24,61290,$157.50 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$15.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$173.25 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155059,1/10/2024,11993388,,P,Colour Meterage,61215,$13.95 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$1.40 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$15.35 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155060,1/10/2024,11995783,,P,Colour Meterage,61215,$86.15 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$8.61 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$94.76 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155061,1/10/2024,12031536,,P,Colour Meterage,61215,$59.80 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$5.98 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$65.78 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155062,1/11/2024,4347,,P,"1300 number, Number, SIP line unlimited with support, Wireless Broadband data",61153,$362.73 ,,,Purchase; Hightalk Pty Ltd,,GST,$36.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155065,7/11/2024,48215,,P,MaxGuard Ultimate for November 2024,61150,"$3,132.50 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$313.25 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,445.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155068,11/11/2024,INV-5913,,P,"Lawn mowing, gardening, weeding, weed spaying, and blowing of carparks on 06/11/24",61250,$100 ,,,"Purchase; WILDES, JOHNATHAN RONALD t/a Jims Mowing",,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155071,19/11/2024,18990435,,P,Office Electricity 01/10/24 - 31/10/24,66060,$747.49 ,,,Purchase; Momentum Energy,,GST,$76.57 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$824.06 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155074,10/11/2024,T311 Nov 24,,P,Telephone Nov 24,61153,"$1,452.13 ",,,Purchase; Telstra Corp,,GST,$145.34 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,597.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155075,18/11/2024,2468,,P,Work for workshop storage/ Van/ Cameras,61250,"$1,003.59 ",,,Purchase; Craig D. Shields,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,003.59 ",,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155077,19/11/2024,1014764,,P,Rental Fee Unit 034 from 26/11/24 to 25/12/24,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155078,22/11/2024,617757866,,P,Stationery,61215,$66.42 ,,,Purchase; Officeworks,,GST,$6.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$73.06 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155084,28/11/2024,INV-6175,,P,"Lawn mowing, gardening, weeding, weed spraying and blowing carparks on 27/11/24",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155085,27/11/2024,48415,,P,Datto Backupify November 24,61290,$157.50 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$15.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$173.25 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155086,27/11/2024,48361,,P,Microsoft Office 365 - Monthly November 24,61290,"$3,079.80 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$307.98 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,387.78 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155087,27/11/2024,48410,,P,MaxGuard Security Nov 24,61290,$200.96 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$20.10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$221.06 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickless Miller Meehans  Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155088,27/11/2024,INV-4663,,P,2024 Annual Tax compliance,61015,"$8,400 ",,,Purchase; Nickless Miller Meehans  Pty Ltd,,GST,$840 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$9,240 ",,5251,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155091,1/12/2024,2-10010539353,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Dec 2024 to 31 Dec 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155092,1/12/2024,19480,,P,Printing meterage,61215,$29.66 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$2.97 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$32.63 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155093,1/12/2024,SKY-000133,,P,Office cleaning November 24,61215,$850 ,,,Purchase; Suk Kyun Shin,,GST,$85 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$935 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155095,5/12/2024,INV-24815,,P,Sydney office rent 01/12/24 - 31/12/24,66010,"$7,950 ",,,Purchase; STONE AND CHALK LIMITED,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155096,1/12/2024,21304528,,P,Recurring charges 01/11/24 - 30/11/24,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155097,30/11/2024,150434881,,P,Per Lift fee for services and rent 01/11/24 - 30/11/24,61215,$56.08 ,,,Purchase; Visy Recycling,,GST,$5.61 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$61.69 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StaySafe (SA) Pty Ltd  Securitas,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155098,3/11/2024,AURS-PSI23-87174,,P,Security Monitoring 01/01/25 -31/03/25,66080,$165.91 ,,,Purchase; StaySafe (SA) Pty Ltd  Securitas,,GST,$16.59 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$182.50 ,,2393,832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155099,27/11/2024,617847700,,P,Mobile phone  for AC,61153,"$1,097.23 ",,,Purchase; Officeworks,,GST,$109.72 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,206.95 ",,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155100,1/11/2024,4409,,P,"1300 number, Number, SIP line unlimited with support, Wireless Broadband Data",61153,$362.73 ,,,Purchase; Hightalk Pty Ltd,,GST,$36.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155101,3/12/2024,48595,,P,Implement SharePoint Archiving 50% Quote 1003155,61151,"$3,193.12 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$319.31 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,512.43 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155102,2/12/2024,48463,,P,.com.au registration renewal AWC ,61150,$509.08 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$50.91 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$559.99 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155103,2/12/2024,48478,,P,MaxGuard Ultimate December 24,61150,"$3,132.50 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$313.25 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,445.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155105,9/12/2024,INV-00662425,,P,Employment Contract,61038,$427.50 ,,,Purchase; HR Consulting Melbourne,,GST,$42.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$470.25 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvertail Restrant Pty LTd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155107,11/12/2024,Friday December 13,,P,VIC Christmas Dinner ,61030,"$3,662.59 ",,,Purchase; Silvertail Restrant Pty LTd,,GST,$366.26 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$4,028.85 ",,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155108,12/12/2024,19129995,,P,Electricity Nov 24,66060,$760.63 ,,,Purchase; Momentum Energy,,GST,$76.52 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$837.15 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155114,18/12/2024,INV-6487,,P,"Lawn mowing,gardening,weeding,weed spraying and blowing of carparks on 17/12/24",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155115,10/12/2024,T311 Dec 24,,P,Telephone ,61153,"$1,452.13 ",,,Purchase; Telstra Corp,,GST,$145.34 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,597.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155116,19/12/2024,1015164,,P,Rental fee Unit 034,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOG,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155119,31/12/2024,202412CMISC,,P,APMS2 AWS Environment 01/10/2024 -31/12/2024,61150,"$1,500 ",,,Purchase; AMOG,,GST,$150 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,650 ",,5017,482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155120,23/12/2024,SKY-000151,,P,"Office cleaning Dated 7th, 14th and 21st December",61215,$510 ,,,Purchase; Suk Kyun Shin,,GST,$51 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$561 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155126,8/1/2025,2-10010932391,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Jan 2025 to 31 Jan 2025,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155127,8/1/2025,21427242,,P,Recurring charges 01 Dec 24 to 31 Dec 24,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155128,8/1/2025,48650,,P,Microsoft 365 -annual,61150,"$1,616.40 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$161.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,778.04 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155129,8/1/2025,48682,,P,Datto Backupify December 24,61150,$157.50 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$15.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$173.25 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155130,8/1/2025,48739,,P,Microsoft Office 365 -Monthly December 24,61150,"$3,264.12 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$326.41 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,590.53 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155131,8/1/2025,48681,,P,MaxGuard Security December 24,61150,$300.10 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$30.01 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$330.11 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155132,8/1/2025,48758,,P,Teams Rooms -Downstairs Meeting Room,61151,"$15,822.07 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,"$1,582.21 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$17,404.28 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155133,8/1/2025,48813,,P,MaxGuard Ultimate January 25,61150,"$3,401 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$340.10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,741.10 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155134,8/1/2025,430442776,,P,Gas 29/10/24 to 24/12/24,66030,$62.95 ,,,Purchase; AGL,,GST,$6.30 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$69.25 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155135,8/1/2025,48909,,P,December 2024 - Out of Scope Works,61152,$828.50 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$82.85 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$911.35 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155136,8/1/2025,INV-00772425,,P,Employee Relations Advice,61038,$90 ,,,Purchase; HR Consulting Melbourne,,GST,$9 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$99 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155137,8/1/2025,4468,,P,"1300 Number, Number, SIP line unlimited with support, Wireless Broadband Data",61153,$362.73 ,,,Purchase; Hightalk Pty Ltd,,GST,$36.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155138,8/1/2025,150678929,,P,"Recycling Per lift fee for Service, Rent Equipment",61215,$43.08 ,,,Purchase; Visy Recycling,,GST,$4.31 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$47.39 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
