Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables,,
SHR000,Safety&health Rep Course,TRA,D,,,0%,,,,,Y,Y,,
AMM003,AMM003,TRA,D,,,0%,,,,,Y,Y,,
NRE002,Kerrie Smith,TRA,D,Nebosh IGC Revision and Exams,,0%,,,,,Y,Y,,
CCI019,CCI019,TRA,D,,,0%,,,,,Y,Y,,
CCI020,CCI020,TRA,D,,,0%,,,,,Y,Y,,
CCI021,CCI021,TRA,D,,,0%,,,,,Y,Y,,
SKR015,Newmont Boddington,TRA,D,,,0%,,,,,Y,Y,,
SKR016,Newmont Boddington,TRA,D,,,0%,,,,,Y,Y,,
SKR017,Newmont Boddington,TRA,D,,,0%,,,,,Y,Y,,
JHG026,Support Wheatstone Proj,TEC,D,,,0%,,,,,Y,Y,,
ACC001,Accenture Inc,TRA,D,,,0%,,,,,Y,Y,,
SKR021,Newmont Boddington,TRA,D,,,0%,,,,,Y,Y,,
OYT013,2013 Decommission Liab,SEA,D,2013 Decommissioning liability & report,,0%,,,,,Y,Y,,
BRA005,Broadcast Australia,TRA,D,Deliver training,,0%,,,,,Y,Y,,
CER003,Certificate printing,TRA,D,,,0%,,,,,Y,Y,,
SHR001,Safety & Health Course,TRA,D,Safety and Health Representatives Course,,0%,,,,,Y,Y,,
ENE003,VOC,TRA,D,,,0%,,,,,Y,Y,,
SHR002,Safety & Health Course,TRA,D,,,0%,,,,,Y,Y,,
SKR018,Dip of Mgt-Ryan Mitchell,TRA,D,,,0%,,,,,Y,Y,,
CER004,Certificate printing,TRA,D,,,0%,,,,,Y,Y,,
SKR000,RPL,TRA,D,Tracey Lee Hempstead,,0%,,,,,Y,Y,,
JHG027,Proposal - EMS gap analysis,ENV,D,Proposal - EMS gap analysis,,0%,20/05/2013,,,John Holland Pty Ltd,Y,Y,,
SKR023,Howard Kent,TRA,D,Howard Kent,,0%,,,,,Y,Y,,
BHP075,Develop Trainers Guide,TRA,D,,,0%,,,Doug Stewart,BHP Iron Ore Pty Ltd,Y,Y,,
TEN022,Management System Audit,OHS,D,,,0%,,,,,Y,Y,,
WAT007,Dev of Documentations,TRA,D,,,0%,,,,,Y,Y,,
HOL004,Review Holcim Induction,TRA,D,,,0%,,,,Holcim Australia Pty Ltd,Y,Y,,
GPS001b,technical writing,TEC,D,,,0%,,,,Generator & Power Station Services,Y,Y,,
WHS004,Ashley Aldridge,TRA,D,,,0%,,,,,Y,Y,,
SKR024,David Dunk,TRA,D,Advance Diploma of OHS - Recognition of Prior Learning,,0%,,,,,Y,Y,,
EBR005,Training of Trainers,ENV,D,,,0%,,,John Miragliotta,European Bank for Reconstruction & Development,Y,Y,,
BUS006,Social Media Mktg,mis004,D,,,0%,,,,,Y,Y,,
NAD001,Event Risk Review,TEC,D,Northam's Avon Descent Association,,0%,,,,,Y,Y,,
EBR004,World Environment Day,SEA,D,,,0%,,,,,Y,Y,,
BGC005,HCN Monitoring Network,SEA,D,,,0%,,,,,Y,Y,,
HAE001,Gap Analysis,ENV,D,,,0%,,,,,Y,Y,,
RIO594,Nationwide,TEC,D,Pre-Audit,,0%,,,,,Y,Y,,
RIO595,Australian Skill Training,TEC,D,,,0%,,,,,Y,Y,,
THE001,RABQSA Course,TRA,D,,,0%,,,Matt Mitten,Thiess PTY LTD,Y,Y,,
RIO589,RIO589,TEC,D,,,0%,,,,,Y,Y,,
RIO598,Formstruct,TEC,D,,,0%,,,,,Y,Y,,
IFC002,IFC South Gobi Water TR,SEA,D,,,0%,,,,,Y,Y,,
HTR001,Telescopic materials,TRA,D,,,0%,,,Matt Mitten,,Y,Y,,
TEN023,Kemerton HSE support,OHS,D,,,0%,,,,,Y,Y,,
TWS000,TWS Expenses,mis004,D,,,0%,,,,,Y,Y,,
MCM001,Perception Survey 2013,SEA,D,TVET Public Perception Survey 2013 wave 2,,0%,,,,,Y,Y,,
BRA006,Dev't of Training Package,TRA,D,Fatigue Management,,0%,,,,,Y,Y,,
JHG028,Cape Lambert Warf,TEC,D,,,0%,,,Deci,John Holland Pty Ltd,Y,Y,,
BFR002,Risk Workshop,ENV,D,,,0%,,,Marc Barendrecht,Arc Infrastructure Pty Ltd,Y,Y,,
OYT012a,Offshore Services,ENV,D,,,0%,,,,Oyu Tolgoi LLC,Y,Y,,
CER005,Certificate Printing,TRA,D,,,0%,,,,,Y,Y,,
IFS001,Safety Mgt Systems,TEC,D,,,0%,,,,,Y,Y,,
WTR001,Westrac Injury&Illness,TRA,D,,,0%,,,,,Y,Y,,
WTR002,Work Health&Safety Audits,OHS,D,,,0%,,,,,Y,Y,,
AMG001,AMMS Group,ENV,D,,,0%,,,,,Y,Y,,
WCC001,WACCA,TRA,D,,,0%,,,,,Y,Y,,
WCP001,Water Corporation,TRA,D,Capability Task Analysis,,0%,,,,,Y,Y,,
MDP003a,Develop OSM- Task1,ENV,D,,,0%,,,,,Y,Y,,
DIR004,Level 2 survey,ENV,D,Level 2 flora & Fauna survey,,0%,,,,,Y,Y,,
TEN024,OHS consultant&Audit,OHS,D,,,0%,,,,,Y,Y,,
AMM002,Earth Data,TRA,D,,,0%,,,,,Y,Y,,
WGP001,Whittens Group,TEC,D,,,0%,,,,,Y,Y,,
NEB003,NEBOSH - September,TRA,D,,,0%,,,,,Y,Y,,
CER006,Cert Printing,TRA,D,Delivery of PMA Units,,0%,,,,,Y,Y,,
CCI023,Frederick Mason,TRA,D,Eligibility - Traineeships,,0%,,,,,Y,Y,,
CCI015,Novak Evans,TRA,D,Eligibility - Traineeships,,0%,,,,,Y,Y,,
CCI022,Ash McKechnie,TRA,D,Eligibility - Traineeships,,0%,,,,,Y,Y,,
NBD004,Dylan McKinney,TRA,D,Nebosh Distance,,0%,,,,,Y,Y,,
NBD005,Thomas Knight,TRA,D,Nebosh Distance,,0%,,,,,Y,Y,,
WAT008,Watpac,TRA,D,Fixed plant isolation and Tagging,,0%,,,,,Y,Y,,
MRS000,Myanmar Resources & Servs,mis004,D,,,0%,,,,,Y,Y,,
TER007,Phase 2 Ressettlemnt Prog,SEA,D,,,0%,,,,,Y,Y,,
NBD006,Stuart Masson,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
CER007,Jake Strafehl,TRA,D,Cert. Printing,,0%,,,,,Y,Y,,
RSA001,RABQSA Skill assessment,TRA,D,Kim Flanagan,,0%,,,,,Y,Y,,
RSA002,RABQSA skill assessment,TRA,D,Phil Ashton,,0%,,,,,Y,Y,,
VOA006,Advanced Diploma RPL,OHS,D,RPL for Kees Panes and Business Development,,0%,,,,,Y,Y,,
CER008,Cert Printing,TRA,D,Certificate for delivery of PMA units,,0%,,,,,Y,Y,,
BHP076,ISAP Project,TEC,D,1SAP Development of Documentation,,0%,,,,,Y,Y,,
MDP003,Mitsubishi,ENV,D,,,0%,,,,,Y,Y,,
REL001,Resource Equipment,TEC,D,,,0%,,,,,Y,Y,,
TEN025,Audit Support,OHS,D,,,0%,,,,,Y,Y,,
HAR001,Hawthorn Resources,ENV,D,,,0%,,,,,Y,Y,,
KML005,Compliance Audit,ENV,D,,,0%,,,,,Y,Y,,
HAE002,EMS support,ENV,D,,,0%,,,,,Y,Y,,
STS000,General Admin TRA,TRA,D,,,0%,,,,,Y,Y,,
BRA008,Awareness package,TRA,D,,,0%,,,,,Y,Y,,
MWE001,Mawson West,TRA,D,tWS to advise,,0%,,,,,Y,Y,,
DAP003,ESAP review,ENV,D,,,0%,,,,,Y,Y,,
VOA011,HSE Advisory Services,ENV,D,HSE Advisory Services - Lara Saunder,,0%,,,,,Y,Y,,
TPD000,Training Proposal Develop,TRA,D,,,0%,,,,,Y,Y,,
BEM001,Boddington Earth,TRA,D,Cert III Civil construction Plant Operations,,0%,,,,,Y,Y,,
LLE001,Cert IV front,ine mgt&WHS,TRA,D,,,0%,,,,,Y,Y,
FOG001,Forge Group,TEC,D,,,0%,,,,,Y,Y,,
BRA009,Construction Risk Mgt,OHS,D,,,0%,,,,,Y,Y,,
RNM005,Safety Mgt,TEC,D,Review of Safety Mgt,,0%,,,,,Y,Y,,
CER009,Cert of Delivery,TRA,D,,,0%,,,,,Y,Y,,
SKR025,Janie Maude,TRA,D,DIploma of Business - RPL,,0%,,,,,Y,Y,,
GTB001,General Translations,SEA,D,,,0%,,,,,Y,Y,,
SKR022,Tracy Lee Hempstead Adv D,TRA,D,,,0%,,,,,Y,Y,,
BRA010,VoC Procedure & Training,TRA,D,,,0%,,,,,Y,Y,,
FDA001,Fenner Dunlop,TEC,D,RTIO Inductions for Safety Support,,0%,,,,,Y,Y,,
MMA001,Mermaid Marine,TEC,D,HSE set-up documentation,,0%,,,,,Y,Y,,
CER010,Cert Printing,TRA,D,,,0%,,,,,Y,Y,,
CER011,Omni Assist,TRA,D,CER011,,0%,,,,,Y,Y,,
CER012,Cert Printing,TRA,D,Certificate Printing for 8 x Certificates at $200.00 for delivery of PMA units,,0%,,,,,Y,Y,,
NBD007,Vijaya Kumar Shreyas,TRA,D,,,0%,,,,,Y,Y,,
BHP078,OB24 Master Data,TEC,D,OB24 1SAP Master Data Capture,,0%,,,,,Y,Y,,
BGE001,MRWA Env Mgt Sys review,ENV,D,,,0%,,,,,Y,Y,,
WPC005,Consultancy Services,OHS,D,,,0%,,,,,Y,Y,,
HAR001a,Variation of HAR001,ENV,D,,,0%,,,,,Y,Y,,
WAT009,Tech Writing SOP,OHS,D,Fixed Plant Isolation & Tagging Phase2,,0%,,,,,Y,Y,,
MWE002,Mawson West,TRA,D,HSE & Training Management System,,0%,,,,,Y,Y,,
RPL155,Raelene Howarth Adv Dip,TRA,D,,,0%,,,,,Y,Y,,
ADM003,IMS Development & Review,mis004,D,,,0%,,,,,Y,Y,,
MDP004,NGERS Reporting Assistanc,ENV,D,,,0%,,,,,Y,Y,,
RHM001,Mining Tenement Con Audit,ENV,D,,,0%,,,,,Y,Y,,
NAA001,Operational doc review,TEC,D,,,0%,,,,,Y,Y,,
CIR002,Biodiversity Expert Servi,ENV,D,Citrus Partners,,0%,,,,,Y,Y,,
LAC004,Lead Auditor19-23 Aug 13,TRA,D,,,0%,,,,,Y,Y,,
WAT010,Risk Register review,OHS,D,,,0%,,,,,Y,Y,,
CON002,CON- Bus Development,TEC,D,,,0%,,,,,Y,Y,,
CON000,CON- Recruitment,TEC,D,,,0%,,,,,Y,Y,,
DSR001,Review of assessment pway,TRA,D,,,0%,,,,,Y,Y,,
ADM004,Bus Development,mis004,D,,,0%,,,,,Y,Y,,
FUF002,HSE Mgt support,TEC,D,,,0%,,,,,Y,Y,,
KUF002,HSE Mgt Support,TEC,D,,,0%,,,,,Y,Y,,
ADM002,Business Research,mis004,D,,,0%,,,,,Y,Y,,
AGE002,SSHE Mgt System support,OHS,D,,,0%,,,,,Y,Y,,
CER013,Cert Printing,TRA,D,Certificate Printing for 8 x Certificates at $200.00 for delivery of PMA units,,0%,,,,,Y,Y,,
CER014,Cert Printing,TRA,D,CER014 Certificate Printing for 4 x Certificates at $200.00 for delivery of PMA units.,,0%,,,,,Y,Y,,
SKR027,Richard Moor,TRA,D,TAE40110 Certificate IV in Training & Assessment\r\nTAA to TAE Upgrade - RPL,,0%,,,,,Y,Y,,
VOA010,Site HSE support,ENV,D,Kevin Marshall,,0%,,,,,Y,Y,,
CER015,Cert Printing,TRA,D,CER015 Certificate Printing for 4 x Certificates at $200.00 for delivery of PMA units.,,0%,,,,,Y,Y,,
NRE000,Nebosh Admin,TRA,D,,,0%,,,,,Y,Y,,
FMG001,Proposal Writing,ENV,D,Revision 1 Training Strategy,,0%,,,,,Y,Y,,
SKR028,Francis Bourke,TRA,D,Advance Diploma,,0%,,,,,Y,Y,,
REL002,Resource Equip. Ltd,TRA,D,Review of HSE Mgt Systems,,0%,,,,,Y,Y,,
HAR002,Hawthorn Resources,ENV,D,Developing&Proj Managing Env approvals-AngloSaxon Gold Project,,0%,,,,,Y,Y,,
VOA012,HSE Advisory Services,ENV,D,HSE Advisory Services - Ali Saeed,,0%,,,,,Y,Y,,
SKR029,Nathan Ridley,TRA,D,Recognition of Prior Learning Program Training for OHS Skills,,0%,,,,,Y,Y,,
AGA001,ENV,ENV,D,,,0%,,,,,Y,Y,,
WCS001,Wildlife Conservation,SEA,D,Wildlife Conservation Society,,0%,,,,,Y,Y,,
ARM001,Areva Mongol LLC,SEA,D,Socio baseline study,,0%,,,,,Y,Y,,
LAC003,Clare Ellis,TRA,D,RABQSA Audit Course,,0%,,,,,Y,Y,,
FDA002,FD Safety Support,TEC,D,,,0%,,,,,Y,Y,,
FDA003,Safety Support,TEC,D,Kwinana Facility,,0%,,,,,Y,Y,,
NAA001a,variation to NAA001,TEC,D,,,0%,,,,,Y,Y,,
NAA002,Review of Document,TEC,D,Part 42 Exposition Manual,,0%,,,,,Y,Y,,
HPS001,Hawange Power Station,ENV,D,,,0%,,,,,Y,Y,,
SDC001,Civil Society Needs Asses,SEA,D,,,0%,,,,,Y,Y,,
TEN026,HSEQ Audit,OHS,D,,,0%,,,,,Y,Y,,
ABI001,HSEQ Gap Analysis,TEC,D,,,0%,,,,,Y,Y,,
WHS006,Cert IV Intensive,TRA,D,16-20 Sept 2013,,0%,,,,,Y,Y,,
LLE004,GFTU upgrade,TEC,D,,,0%,,,,,Y,Y,,
SHG001,Env&Social due deligence,SEA,D,,,0%,,,,,Y,Y,,
MDP003d,Ongoing C&M HSE assist,ENV,D,Task 4,,0%,,,,,Y,Y,,
NBDSEA001,Nebosh Course - Mongolia,SEA,D,,,0%,,,,,Y,Y,,
EPS001,Safety Advisor Wheatstone,TEC,D,Energy Power Systems,,0%,,,,,Y,Y,,
WPC006,Safety Advisor Support,OHS,D,1-4 Oct 2013 Paul Nel,,0%,,,,,Y,Y,,
WEF001,Translations,SEA,D,World Economic Forum,,0%,,,,,Y,Y,,
IFC003,E&S Risk Mgt Project,SEA,D,,,0%,,,,,Y,Y,,
MAU001,Mammoet Australia Pty Ltd,ENV,D,,,0%,,,,,Y,Y,,
CER016,Cert Printing,TRA,D,Megan Braddon,,0%,,,,,Y,Y,,
WPC007,Safety Support,OHS,D,,,0%,,,,,Y,Y,,
CER017,Cert Printing,TRA,D,,,0%,,,,,Y,Y,,
SKR030,Paul Evans,TRA,D,Enterprise Trainer and Assessor Skill Set - RPL,,0%,,,,,Y,Y,,
GEO009,H & S Audit,OHS,D,,,0%,,,,,Y,Y,,
WPC008,Safety Advisor Support,OHS,D,,,0%,,,,,Y,Y,,
IFS003,HSE Requirements,TEC,D,,,0%,,,,,Y,Y,,
CER018,Cert Printing,TRA,D,Certificate Printing for 6 Participants - Delivery of PMA Units for Santos 23 October 2013,,0%,,,,,Y,Y,,
KWI001,HSE Review,TEC,D,,,0%,,,,,Y,Y,,
AMI001,Recertification Audit,ENV,D,,,0%,,,,,Y,Y,,
WAS002,Dev&Migration of HSEQ Sys,TEC,D,,,0%,,,,,Y,Y,,
HAR003,Dev Safety,ENV&OP Mgtplan,ENV,D,,,0%,,,,,Y,Y,
NMC021,Re-certification Cyanide,ENV,D,,,0%,,,,,Y,Y,,
WSE023,ENV compliance Audit,ENV,D,Karratha Gas Plant,,0%,,,,,Y,Y,,
SKR031,Andrew Stafford,TRA,D,,,0%,,,,,Y,Y,,
ELA003,HSEQ Mgt Systems,TEC,D,,,0%,,,,,Y,Y,,
CER019,Cert Printing,TRA,D,,,0%,,,,,Y,Y,,
NEB004,NEB004,TRA,D,,,0%,,,,,Y,Y,,
CSB001,Verification Audit,OHS,D,Safety Document and In-Field Verification Audit,,0%,,,,,Y,Y,,
PGI001,OHS & ENV System Assessmt,TEC,D,,,0%,,,,,Y,Y,,
HAR004,Call out Tech Support,TRA,D,,,0%,,,,,Y,Y,,
SKR032,John Scott,TRA,D,Trainer Skills Sets,,0%,,,,,Y,Y,,
SKR033,Christine Beales,TRA,D,Trainer Skills Sets,,0%,,,,,Y,Y,,
CER020,Cert Printing,TRA,D,,,0%,,,,,Y,Y,,
MDP006,Exploration Drill Pads,ENV,D,Exploration Drill Pads Audit & Monitoring bores,,0%,,,,,Y,Y,,
MDP003e,Advice Facility,ENV,D,Advice on Facility removal-ongoing under Task(4),,0%,,,,,Y,Y,,
CER021,Cert Printing,TRA,D,Delivery of PMA Units for 9 participants at Chevron 12 - 13 November 2013,,0%,,,,,Y,Y,,
MMM001,SESA,SEA,D,SESA of Mining Sector in Mongolia,,0%,,,,,Y,Y,,
PBM005,Cyanide Code Gap Analysis,ENV,D,,,0%,,,,,Y,Y,,
LLE005,Site Safety,TEC,D,,,0%,,,,,Y,Y,,
MDP005,NGRES&NPI data WI,ENV,D,,,0%,,,,,Y,Y,,
LAC005,Kerol Rezic,TRA,D,OHS Mgt Systems Auditing,,0%,,,,,Y,Y,,
SKR034,Carmen Solozano,TRA,D,Cert IV - TAE,,0%,,,,,Y,Y,,
SKR036,Jeff Young,TRA,D,Cert IV - TAE,,0%,,,,,Y,Y,,
SKR037,Rob Branch,TRA,D,Cert IV - WHS transitions,,0%,,,,,Y,Y,,
MOB001,HSE Project support,TEC,D,,,0%,,,,,Y,Y,,
WPR037,Foundation Installation,Assurance,D,,,0%,,,,,Y,Y,,
HAA001,Ongoing HSE system suppor,ENV,D,,,0%,,,,,Y,Y,,
SHG002,Asset retirement Obligatn,SEA,D,,,0%,,,,,Y,Y,,
SKR035,Gemma Pate,TRA,D,Cert IV - TAE,,0%,,,,,Y,Y,,
CER022,Certificate Printing,TRA,D,Certificate printing for 5 x SOAs for Crisis and Emergency Management Assessment at Yara Pilbara,,0%,,,,,Y,Y,,
SKR038,Clint Robert Bryant,TRA,D,Diploma of Quality Auditing - RPL\r\n26-29/11/13,,0%,,,,,Y,Y,,
BHP079,OB25 OPS WINs,TEC,D,Eastern Ridge OB25 OPS WINs,,0%,,,,,Y,Y,,
CER023,SOAs-Truscott,TRA,D,Certificate printing for 13 x SOAs for Crisis and Emergency Management Assessment at Western Power on 28/11/2013,,0%,,,,,Y,Y,,
SHG003,Sharyn Gol JSC,SEA,D,Asset Retirement Obligation Estimate on Khuut Licences,,0%,,,,,Y,Y,,
SKR039,Geln Broadbent,TRA,D,Advanced Diploma of WHS - RPL,,0%,,,,,Y,Y,,
MDP003f,Maintenance Plan Implemen,ENV,D,Mines inspector visit preparation,,0%,,,,,Y,Y,,
BAG001,African  Minerals,TEC,D,Supervisor for conveyor belts repair,,0%,,,,,Y,Y,,
SKR040,Clint Bryant,TRA,D,Diploma of Business - RPL,,0%,,,,,Y,Y,,
SKR041,Clint Bryant,TRA,D,Diploma of Management RPL,,0%,,,,,Y,Y,,
FDA004,Safety Advisor-Solomon,TEC,D,,,0%,,,,,Y,Y,,
MDP007,Implementation of NPI&NGE,ENV,D,,,0%,,,,,Y,Y,,
MMA002,Close out HSE audit,TEC,D,,,0%,,,,,Y,Y,,
FMG002,Training Audits 2014,TRA,D,,,0%,,,,,Y,Y,,
NEW007,Annual Compliance audit,ENV,D,2014,,0%,,,,,Y,Y,,
REL003,Vehicle Incident Investin,TEC,D,,,0%,,,,,Y,Y,,
SHO001,Legal Register Support,ENV,D,,,0%,,,,,Y,Y,,
BFR003,EMS Support Service,ENV,D,,,0%,,,,,Y,Y,,
SKR044,Janie Maude,TRA,D,Diploma of WHS - RPL,,0%,,,,,Y,Y,,
BAG002,African Mineral Superviso,TEC,D,,,0%,,,,,Y,Y,,
SKR043,Tino Sanzogni,TRA,D,Certificate IV in WHS,,0%,,,,,Y,Y,,
SKR042,Kevin Lenton,TRA,D,Certificate IV in WHS,,0%,,,,,Y,Y,,
PCA002,PICS Manual Audits,TEC,D,,,0%,,,,,N,Y,,
EBR006,EHS & Social Audit,ENV,D,,,0%,,,,,Y,Y,,
SKR045,Stuart Hanson,TRA,D,Diploma of WHS - RPL,,0%,,,,,Y,Y,,
AGL002a,Bakyrchik & Bolshevik,ENV,D,Update decommissioning liability provisions for the Bakyrchik and Bolshevik mine sites,,0%,,,,,Y,Y,,
BHP081,OB25 Isolations,TEC,D,Eastern Ridge OB25 Isolations,,0%,,,,,Y,Y,,
WEE001,ISO9001:2008 Audit,TRA,D,,,0%,,,,,Y,Y,,
PWR001,Q&S Mgt Gap Analysis,ENV,D,,,0%,,,,,Y,Y,,
WEE002,Develop Env'l Policy,TRA,D,Development of Environmental Policy,,0%,,,,,Y,Y,,
CER024,Certificate Printing,TRA,D,Crisis and Emergency Management Assessment at AGR (Hunt Oil) 16 January 2014,,0%,,,,,Y,Y,,
SKR046,Luke Hansford,TRA,D,Diploma of WHS - RPL,,0%,,,,,Y,Y,,
LLE007,Safety support GFF,TEC,D,Grahan Farmer Freeway Operations, Mtce and upgrade,,0%,,,,,Y,Y,
ALS001,risk assessments,TEC,D,,,0%,,,,,Y,Y,,
MTG003,Dev't Risk Assessments,TEC,D,,,0%,,,,,Y,Y,,
GAP001,WH & S Consulting,ENV,D,,,0%,,,,,Y,Y,,
MDP008,Byro Borefield,ENV,D,Byro Borefield against NUDLL and DMP regulatory guidelines.,,0%,,,,,Y,Y,,
NRE003,James Couper,TRA,D,Nebosh IGC Exams,,0%,,,,,Y,Y,,
CER025,Certificate Printing,TRA,D,Crisis and Emergency Management Assessment at Clough on 20-22 Jan 2014,,0%,,,,,Y,Y,,
SHG004,Env & Social Report,SEA,D,,,0%,,,,,Y,Y,,
RHM002,Lead Auditing Training,ENV,D,,,0%,,,,,Y,Y,,
EQA003,EMS Surveillance Audit,Assurance,D,For Pacific Aluminium,,0%,,,,,Y,Y,,
MWE003,HSE&Community Mgt System,OHS,D,Phase II,,0%,,,,,Y,Y,,
SKR047,Tyson Mark Dennis,TRA,D,Diploma of Management - RPL,,0%,,,,,Y,Y,,
DJM001,HSE Gap Analysis,ENV,D,,,0%,,,,,Y,Y,,
AGA002,ISO14001& 18001 awareness,TRA,D,,,0%,,,,,Y,Y,,
SHO002,Qty Mgt System Coordinatn,ENV,D,,,0%,,,,,Y,Y,,
DAP004,Ichthys Project,ENV,D,Senior Environmental , Health & safety Specialist for the Lenders' Independent Environmental and Social Consultant\r\nIchthys Project,,0%,,,,,Y,Y,
RMI001,ICMI Audit,ENV,D,International Cyanide Management Code Compliance Audit for Hindusthan Chemicals,,0%,,,,,Y,Y,,
WPC009,safety advisor support,TEC,D,,,0%,,,,,Y,Y,,
SKR048,Darryl Michael Byatt,TRA,D,Cert IV in WHS - RPL,,0%,,,,,Y,Y,,
SKR049,John Crawford,TRA,D,Cert IV of WHS - RPL,,0%,,,,,Y,Y,,
FOG003,HSE administrator,TEC,D,18 Dec 2013 onward,,0%,,,,,Y,Y,,
DJM002,Gap Analysis&Implementn,ENV,D,,,0%,,,,,Y,Y,,
CER026,Certificate Printing,TRA,D,Certificate printing for 7 x SOAs,,0%,,,,,Y,Y,,
WHS005,Darren Weymes,TRA,D,Cert IV in WHS - 5 Day Intensive,,0%,,,,,Y,Y,,
FDA005,Safety Advisor -Hope Down,TEC,D,,,0%,,,,,Y,Y,,
CER027,CER027,TRA,D,,,0%,,,,,Y,Y,,
EGS001,Legal & Obligation Regist,OHS,D,,,0%,,,,,Y,Y,,
WTR003,Infield Info Session,OHS,D,,,0%,,,,,Y,Y,,
BRA011,ENV ararwness training,ENV,D,,,0%,,,,,Y,Y,,
MMA003,HSE support,TEC,D,Dampier supply base latdown yard operations,,0%,,,,,Y,Y,,
BHP068,Jimblebar Isolation,TEC,D,Jimblebar Isolation procedures Phase 1 & 2,,0%,,,,,Y,Y,,
DAP005,Ichthys site audit,ENV,D,,,0%,,,,,Y,Y,,
WTM001,Risk register review,OHS,D,,,0%,,,,,Y,Y,,
SKR026,SKR026,TRA,D,,,0%,,,,,Y,Y,,
IFC004,Water Mgt Training P-II,SEA,D,,,0%,,,,,Y,Y,,
KWI002,HSE Risk Assessment,OHS,D,,,0%,,,,,Y,Y,,
MOB002,HSEQ documentation,TEC,D,,,0%,,,,,Y,Y,,
CIC003,UWCT Risk review,TRA,D,,,0%,,,,,Y,Y,,
SKR050,Richard Cedar,TRA,D,Diploma of Management - RPL,,0%,,,,,Y,Y,,
NBD008,Florent Souply,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
CER028,12 x SOAs,TRA,D,Certificate printing for 12 x SOAs,,0%,,,,,Y,Y,,
TAB001,Legal Register,OHS,D,Creation of Legal and Obligations Register,,0%,,,,,Y,Y,,
MDP009,Care & Maintenance Audit,ENV,D,Oarkalee Port & Rail Subsidiary,,0%,,,,,Y,Y,,
CER029,Certificate Printing,TRA,D,Crisis and Emergency Management Assessment at Bechtel 5-6 March 2014,,0%,,,,,Y,Y,,
CER030,CER030 - Cert Printing,TRA,D,Crisis and Emergency Management Assessment at Bechtel 27-28 February 2014,,0%,,,,,Y,Y,,
CER031,CER031 - Cert Printing,TRA,D,Crisis and Emergency Management Assessment at Chevron 5-6 March 2014,,0%,,,,,Y,Y,,
CER032,CER032 - Cert Printing,TRA,D,Crisis and Emergency Management Assessment at Ophir Energy February 2014,,0%,,,,,Y,Y,,
CER033,CER033 - Cert Printing,TRA,D,Crisis and Emergency Management Assessment at Bechtel 27-28 February 2014,,0%,,,,,Y,Y,,
AMA001,OHS & E Support,OHS,D,Stage 1,,0%,,,,,Y,Y,,
WPC010,Dev of Site TMP,OHS,D,Additional guidelines amongst the doc identified during Dev of site TMP,,0%,,,,,Y,Y,,
WPC013,Tipping Audit,OHS,D,Review the DMP Tipping Audit,,0%,,,,,Y,Y,,
HAR005,Provision of Services,ENV,D,AngloSaxon Environmental Aspects Presentation, Hypersaline Water Management Procedure and Environmental support during meetings with stakeholders.,,0%,,,,,Y,Y,
BHP082,Jimblebar Legal Audit,TRA,D,,,0%,,,,,Y,Y,,
WHG002,OHS&E Mgt System Audit,OHS,D,Internal Audit review for OHS &E Management Systems against ISO18001/ASNZOHS4801 & ISO14001,,0%,,,,,Y,Y,,
BHP083,ER Isolations part 2,TEC,D,Eastern Ridge OB25 Isolations,,0%,,,,,Y,Y,,
BES001,Call out Tech Support,OHS,D,,,0%,,,,,Y,Y,,
HAR006,Variation of HAR002,ENV,D,,,0%,,,,,Y,Y,,
MMA004,Safety Support BMF,TEC,D,,,0%,,,,,Y,Y,,
MMA005,Safety Support BHP,TEC,D,,,0%,,,,,Y,Y,,
EBR007,Water Training,SEA,D,,,0%,,,,,Y,Y,,
GEO010,NSW legal&other oblig reg,ENV,D,,,0%,,,,,Y,Y,,
KON002,Dev of HSE Documentation,TEC,D,,,0%,,,,,Y,Y,,
THE003,Safety Advisor,OHS,D,Wheatstone Civil & bulk earthworks,,0%,,,,,Y,Y,,
PAP001,Perth Airport,TRA,D,Onsite Delivery of RABQSA Lead Auditor Env'l, Mgt. Systems Auditing Training,,0%,,,,,Y,Y,
SKR051,Thomas Harvey,TRA,D,Advance Diploma of WHS - RPL,,0%,,,,,Y,Y,,
EBR008,Tender Dev't & Training,ENV,D,Mongolia: Tender Development Training, Coaching and Rural Outreach,,0%,,,,,Y,Y,
SKR052,Luke Johnson,TRA,D,Advanced Diploma of WHS - RPL,,0%,,,,,Y,Y,,
SKR053,Kerrie Faye Patten,TRA,D,Individual Units of Competency - RPL,,0%,,,,,Y,Y,,
LAC006,Andrew Phillips,TRA,D,RABQSA Audit Course,,0%,,,,,Y,Y,,
PIT001,Brenda Murray,TRA,D,Diploma of Management - Priority Industry Training,,0%,,,,,Y,Y,,
OFM001,CHESM audit support,TEC,D,,,0%,,,,,Y,Y,,
WPC011,TMP guideline,OHS,D,TMP guideline documents for the Production Department,,0%,,,,,Y,Y,,
WPC012,Dev't & Completion of TMP,OHS,D,Development and completion of TMP guideline documents for the Production Department as per findings from the\r\nTMP development work,,0%,,,,,Y,Y,,
